Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
16129,1,60,650,1000,2545084,2828317,-21.1909,0
16170,1,60,609,1000,2545076,2828370,-14.531,0
16209,1,60,570,1000,2545049,2828327,-2.24594,0
16250,1,60,529,1000,2545033,2828333,6.11765,0
16290,1,60,489,1000,2545051,2828363,9.20296,0
16330,1,60,449,1000,2544994,2828325,8.29606,0
16370,1,60,409,1000,2544961,2828286,0.240394,0
16410,1,60,369,1000,2544948,2828268,-13.5472,1
16450,1,60,329,1000,2544964,2828319,-23.9155,0
16490,1,60,289,1000,2544972,2828243,-23.0765,0
16550,1,60,229,1000,2544933,2828228,-13.4242,0
16590,1,60,189,1000,2544934,2828213,-3.32242,0
16630,1,60,149,1000,2544941,2828206,4.87824,0
16670,1,60,109,1000,2544922,2828194,11.7034,0
16710,1,60,69,1000,2544922,2828191,15.7781,0
16760,1,60,19,1000,2544936,2828244,18.5073,0
16800,1,60,979,1000,2544916,2828259,21.3318,0
16840,1,60,939,1000,2544896,2828245,21.3344,0
16880,1,60,899,1000,2544887,2828260,16.6755,0
16920,1,60,859,1000,2544932,2828268,12.6562,0
16980,1,60,799,1000,2544914,2828359,14.6697,0
17020,1,60,759,1000,2544871,2828263,17.0463,0
17060,1,60,719,1000,2544858,2828293,12.0166,0
17100,1,60,679,1000,2544876,2828338,2.77607,0
17140,1,60,639,1000,2544869,2828349,-3.29182,1
17180,1,60,599,1000,2544846,2828331,-5.59732,0
17180,1,60,599,1000,2544853,2828334,-6.59672,0
17220,1,60,559,1000,2544824,2828330,-7.28289,0
17260,1,60,519,1000,2544825,2828286,-8.75292,0
17300,1,60,479,1000,2544793,2828244,-11.4938,0
17340,1,60,439,1000,2544774,2828252,-16.2021,0
17400,1,60,379,1000,2544794,2828255,-20.1059,0
17440,1,60,339,1000,2544732,2828142,-21.2183,0
17480,1,60,299,1000,2544723,2828057,-23.3987,0
17520,1,60,259,1000,2544762,2828135,-23.4481,0
17560,1,60,219,1000,2544766,2828140,-13.9684,0
17610,1,60,169,1000,2544766,2828114,2.86674,0
17650,1,60,129,1000,2544766,2828139,19.7217,0
17690,1,60,89,1000,2544774,2828161,32.1338,0
17730,1,60,49,1000,2544764,2828125,38.4055,0
17770,1,60,9,1000,2544689,2828060,33.9057,0
17810,1,60,969,1000,2544683,2828021,15.9952,0
17810,1,60,969,1000,2544705,2828093,-4.78082,1
17850,1,60,929,1000,2544713,2828103,-14.8951,0
17890,1,60,889,1000,2544675,2828098,-14.0249,0
17930,1,60,849,1000,2544655,2828075,-11.0185,0
17970,1,60,809,1000,2544680,2828094,-8.73915,0
18030,1,60,749,1000,2544669,2828103,-4.1638,0
18070,1,60,709,1000,2544638,2828045,0.304447,0
18110,1,60,669,1000,2544618,2828033,-0.341749,0
18150,1,60,629,1000,2544655,2828023,-3.04129,1
18190,1,60,589,1000,2544635,2828030,-1.57945,0
18250,1,60,529,1000,2544606,2827949,1.46619,0
18290,1,60,489,1000,2544577,2827877,-0.119116,0
18330,1,60,449,1000,2544559,2827841,-7.16071,1
18370,1,60,409,1000,2544546,2827815,-15.8774,0
18410,1,60,369,1000,2544540,2827838,-21.5593,0
18460,1,60,319,1000,2544537,2827866,-21.322,0
18500,1,60,279,1000,2544555,2827920,-13.9097,0
18540,1,60,239,1000,2544561,2827907,0.0945181,0
18580,1,60,199,1000,2544578,2827941,17.4635,0
18620,1,60,159,1000,2544579,2827943,33.7504,0
18660,1,60,119,1000,2544562,2827909,43.6261,0
18670,1,60,109,1000,2544587,2827911,45.3033,0
