Time (s),Red,IR,filtered,isZeroX
42.23,3086592,3374285,0,0
42.27,3086700,3374534,0,0
42.30,3086684,3374514,0,0
42.33,3086639,3374449,0,0
42.37,3086674,3374481,0,0
42.41,3086715,3374638,0,0
42.45,3086791,3374842,0,0
42.49,3086861,3375051,0,0
42.53,3086922,3375215,0,0
42.57,3086956,3375341,0,0
42.61,3086990,3375416,0,0
42.65,3086995,3375470,0,0
42.69,3087048,3375558,0,0
42.75,3087110,3375724,0,0
42.79,3087157,3375843,0,0
42.83,3087040,3375564,0,0
42.87,3086693,3374656,0,0
42.91,3086424,3373909,0,0
42.95,3086334,3373708,0,0
42.97,3086372,3373875,0,0
43.01,3086523,3374280,0,0
43.05,3086666,3374629,0,0
43.09,3086697,3374720,0,0
43.13,3086647,3374616,0,0
43.18,3086606,3374522,0,0
43.22,3086644,3374592,0,0
43.26,3086695,3374767,0,0
43.30,3086766,3374923,0,0
43.34,3086827,3375095,0,0
43.40,3086873,3375236,0,0
43.44,3086886,3375268,0,0
43.48,3086906,3375293,0,0
43.52,3086936,3375380,0,0
43.56,3086974,3375503,0,0
43.60,3087042,3375692,0,0
43.62,3087072,3375760,0,0
43.66,3086908,3375364,0,0
43.70,3086597,3374490,0,0
43.74,3086356,3373902,0,0
43.78,3086321,3373885,0,0
43.82,3086431,3374183,0,0
43.86,3086618,3374681,0,0
43.90,3086746,3375031,0,0
43.94,3086758,3375036,0,0
43.98,3086719,3374960,0,0
44.04,3086717,3374966,0,0
44.08,3086783,3375117,0,0
44.12,3086841,3375296,0,0
44.16,3086910,3375450,0,0
44.20,3086945,3375571,0,0
44.24,3086972,3375626,0,0
44.26,3086973,3375632,0,0
44.30,3086961,3375663,0,0
44.34,3087001,3375667,0,0
44.38,3087001,3375793,0,0
44.42,3087038,3375850,0,0
44.47,3086998,3375721,0,0
44.51,3086719,3374981,0,0
44.55,3086388,3374096,0,0
44.59,3086247,3373771,0,0
44.63,3086256,3373870,0,0
44.69,3086553,3374647,0,0
44.73,3086597,3374775,0,0
44.77,3086553,3374722,0,0
44.80,3086534,3374640,0,0
44.84,3086550,3374711,0,0
44.91,3086622,3374871,0,0
44.95,3086700,3375045,0,0
44.99,3086762,3375250,0,0
45.03,3086820,3375380,0,0
45.07,3086844,3375479,0,0
45.11,3086876,3375541,0,0
45.15,3086876,3375607,0,0
45.19,3086912,3375670,0,0
45.23,3086901,3375686,0,0
45.33,3086289,3374050,0,0
45.37,3086026,3373368,0,0
45.41,3085922,3373178,0,0
45.45,3085976,3373312,0,0
45.49,3086095,3373667,0,0
45.55,3086210,3373995,0,0
45.59,3086201,3373993,0,0
45.63,3086157,3373878,0,0
45.67,3086140,3373853,0,0
45.71,3086177,3373962,0,0
45.76,3086284,3374295,0,0
45.80,3086332,3374435,0,0
45.84,3086359,3374493,0,0
45.88,3086371,3374535,0,0
45.91,3086408,3374542,0,0
45.98,3086392,3374587,0,0
46.02,3086439,3374720,0,0
46.06,3086484,3374875,0,0
46.10,3086460,3374797,0,0
46.14,3086195,3374067,0,0
46.20,3085811,3373087,0,0
46.24,3085612,3372576,0,0
46.28,3085567,3372465,0,0
46.32,3085625,3372630,0,0
46.36,3085740,3373024,0,0
46.40,3085848,3373292,0,0
46.40,3085841,3373274,0,0
46.44,3085781,3373167,0,0
46.48,3085779,3373187,0,0
46.52,3085848,3373353,0,0
46.56,3085919,3373564,0,0
46.62,3085970,3373756,0,0
46.66,3086029,3373913,0,0
46.70,3086065,3374033,0,0
46.74,3086103,3374121,0,0
46.78,3086136,3374182,0,0
46.84,3086164,3374271,0,0
46.88,3086211,3374415,0,0
46.92,3086264,3374558,0,0
46.96,3086248,3374551,0,0
47.00,3086018,3373920,0,0
47.04,3085657,3372967,0,0
47.05,3085446,3372422,0,0
47.09,3085420,3372365,0,0
47.13,3085503,3372565,0,0
47.17,3085635,3373041,0,0
47.21,3085734,3373314,0,0
47.27,3085729,3373285,0,0
47.31,3085701,3373201,0,0
47.35,3085702,3373233,0,0
47.39,3085730,3373377,0,0
47.43,3085830,3373573,0,0
47.49,3085895,3373773,0,0
47.53,3085924,3373903,0,0
47.57,3085966,3374025,0,0
47.61,3086010,3374085,0,0
47.65,3086019,3374068,0,0
47.69,3086028,3374116,0,0
47.69,3086085,3374239,0,0
47.73,3086124,3374396,0,0
47.77,3086170,3374476,0,0
47.81,3086000,3374047,0,0
47.85,3085666,3373081,0,0
47.91,3085381,3372375,0,0
47.95,3085298,3372193,0,0
47.99,3085323,3372344,0,0
48.03,3085461,3372765,0,0
48.08,3085601,3373157,0,0
48.14,3085623,3373233,0,0
48.18,3085601,3373140,0,0
48.22,3085585,3373122,0,0
48.26,3085627,3373259,0,0
48.30,3085711,3373444,0,0
48.34,3085771,3373594,0,0
48.34,3085817,3373713,0,0
48.38,3085868,3373861,0,0
48.42,3085897,3373940,0,0
48.46,3085918,3374009,0,0
48.50,3085950,3374062,0,0
48.54,3085978,3374131,0,0
48.58,3086048,3374295,0,0
48.62,3086105,3374474,0,0
48.66,3086113,3374446,0,0
48.70,3085847,3373723,0,0
48.76,3085513,3372806,0,0
48.80,3085302,3372342,0,0
48.84,3085276,3372347,0,0
48.88,3085390,3372647,0,0
48.92,3085546,3373099,0,0
48.96,3085680,3373422,0,0
49.00,3085649,3373368,0,0
49.04,3085680,3373442,0,0
49.08,3085758,3373656,0,0
49.19,3085934,3374092,0,0
49.23,3086019,3374302,0,0
49.27,3086087,3374460,0,0
49.31,3086120,3374528,0,0
49.35,3086132,3374576,0,0
49.41,3086159,3374658,0,0
49.45,3086224,3374812,0,0
49.49,3086297,3375019,0,0
49.53,3086347,3375164,0,0
49.57,3086341,3375142,0,0
49.61,3086068,3374385,0,0
49.61,3085737,3373457,0,0
49.65,3085616,3373106,0,0
49.69,3085661,3373270,0,0
49.73,3085799,3373673,0,0
49.77,3086008,3374165,0,0
49.83,3086082,3374446,0,0
49.87,3086088,3374416,0,0
49.91,3086057,3374327,0,0
49.95,3086084,3374377,0,0
49.99,3086151,3374579,0,0
50.05,3086246,3374846,0,0
50.09,3086341,3375085,0,0
50.13,3086388,3375239,0,0
50.17,3086425,3375365,0,0
50.21,3086474,3375460,0,0
50.25,3086489,3375451,0,0
50.25,3086503,3375573,0,0
50.29,3086545,3375724,0,0
50.33,3086629,3375950,0,0
50.37,3086739,3376195,0,0
50.41,3086679,3376049,0,0
50.46,3086341,3375099,0,0
50.50,3086032,3374194,0,0
50.54,3085949,3374035,0,0
50.58,3086037,3374257,0,0
50.62,3086249,3374783,0,0
50.68,3086419,3375227,0,0
50.72,3086449,3375307,0,0
50.76,3086380,3375148,0,0
50.80,3086360,3375035,0,0
50.84,3086414,3375088,0,0
50.88,3086452,3375288,0,0
50.92,3086486,3375464,0,0
50.96,3086582,3375658,0,0
51.00,3086638,3375780,0,0
51.04,3086664,3375857,0,0
51.08,3086666,3375892,0,0
51.12,3086672,3375929,0,0
51.16,3086708,3376029,0,0
51.20,3086763,3376175,0,0
51.24,3086785,3376253,0,0
51.30,3086680,3375942,0,0
51.34,3086292,3374900,0,0
51.38,3085966,3373986,0,0
51.42,3085859,3373715,0,0
51.46,3085880,3373836,0,0
51.50,3086023,3374251,0,0
51.50,3086161,3374620,0,0
51.54,3086226,3374758,0,0
51.58,3086191,3374688,0,0
51.62,3086173,3374633,0,0
51.66,3086192,3374659,0,0
51.73,3086222,3374779,0,0
51.77,3086311,3374983,0,0
51.80,3086392,3375202,0,0
51.84,3086422,3375338,0,0
51.88,3086488,3375444,0,0
51.95,3086488,3375531,0,0
51.99,3086534,3375597,0,0
52.03,3086539,3375579,0,0
52.07,3086554,3375656,0,0
52.11,3086603,3375773,0,0
52.15,3086481,3375469,0,0
52.15,3086093,3374390,0,0
52.19,3085750,3373485,0,0
52.23,3085620,3373234,0,0
52.27,3085639,3373320,0,0
52.31,3085724,3373596,0,0
52.35,3085870,3373992,0,0
52.39,3085932,3374135,0,0
52.43,3085895,3374061,0,0
52.47,3085853,3373954,0,0
52.51,3085861,3374002,0,0
52.57,3085925,3374145,0,0
52.61,3085994,3374334,0,0
52.65,3086067,3374537,0,0
52.69,3086128,3374695,0,0
52.73,3086166,3374811,0,0
52.77,3086177,3374826,0,0
52.81,3086184,3374908,0,0
52.85,3086237,3375002,0,0
52.90,3086283,3375144,0,0
52.94,3086348,3375345,0,0
53.00,3085957,3374283,0,0
53.04,3085537,3373225,0,0
53.08,3085326,3372725,0,0
53.12,3085320,3372682,0,0
53.16,3085347,3372820,0,0
53.22,3085477,3373139,0,0
53.26,3085555,3373370,0,0
53.30,3085522,3373341,0,0
53.34,3085501,3373244,0,0
53.38,3085498,3373322,0,0
53.42,3085596,3373641,0,0
53.46,3085679,3373857,0,0
53.50,3085748,3374018,0,0
53.54,3085793,3374147,0,0
53.58,3085842,3374284,0,0
53.62,3085890,3374417,0,0
53.66,3085957,3374564,0,0
53.70,3086011,3374768,0,0
53.74,3086072,3374963,0,0
53.78,3086060,3374930,0,0
53.84,3085756,3374189,0,0
53.88,3085402,3373162,0,0
53.92,3085248,3372737,0,0
53.96,3085249,3372765,0,0
54.00,3085365,3373103,0,0
54.05,3085550,3373602,0,0
54.09,3085665,3373896,0,0
54.13,3085643,3373873,0,0
54.17,3085596,3373770,0,0
54.21,3085615,3373799,0,0
54.27,3085665,3373991,0,0
54.31,3085752,3374177,0,0
54.35,3085818,3374396,0,0
54.39,3085886,3374573,0,0
54.43,3085919,3374663,0,0
54.47,3085941,3374740,0,0
54.49,3085942,3374776,0,0
54.53,3085967,3374844,0,0
54.57,3086027,3375004,0,0
54.61,3086075,3375143,0,0
54.65,3085983,3374935,0,0
54.69,3085636,3373998,0,0
54.73,3085319,3373141,0,0
54.77,3085218,3372888,0,0
54.81,3085256,3373037,0,0
54.85,3085389,3373424,0,0
54.89,3085532,3373815,0,0
54.93,3085561,3373885,0,0
54.97,3085494,3373734,0,0
55.01,3085474,3373667,0,0
55.05,3085513,3373778,0,0
55.11,3085561,3373966,0,0
55.15,3085665,3374189,0,0
55.19,3085717,3374406,0,0
55.23,3085783,3374551,0,0
55.27,3085830,3374654,0,0
55.31,3085840,3374726,0,0
55.31,3085877,3374813,0,0
55.35,3085946,3374972,0,0
55.40,3085985,3375122,0,0
55.44,3085947,3375029,0,0
55.48,3085624,3374109,0,0
55.54,3085231,3373073,0,0
55.58,3085044,3372670,0,0
55.62,3085029,3372611,0,0
55.66,3085127,3372899,0,0
55.70,3085298,3373390,0,0
55.76,3085376,3373607,0,0
55.80,3085390,3373672,0,0
55.84,3085343,3373556,0,0
55.88,3085345,3373587,0,0
55.92,3085396,3373761,0,0
55.96,3085498,3374005,0,0
55.96,3085592,3374208,0,0
56.00,3085655,3374432,0,0
56.04,3085716,3374580,0,0
56.08,3085759,3374661,0,0
56.12,3085784,3374744,0,0
56.18,3085850,3374949,0,0
56.22,3085930,3375156,0,0
56.26,3085960,3375174,0,0
56.30,3085715,3374548,0,0
56.34,3085321,3373450,0,0
56.40,3085069,3372835,0,0
56.44,3085009,3372735,0,0
56.48,3085082,3372960,0,0
56.52,3085215,3373345,0,0
56.56,3085350,3373678,0,0
56.60,3085363,3373703,0,0
56.61,3085307,3373565,0,0
56.65,3085298,3373533,0,0
56.69,3085344,3373665,0,0
56.73,3085429,3373875,0,0
56.77,3085518,3374109,0,0
56.81,3085591,3374298,0,0
56.85,3085636,3374419,0,0
56.89,3085652,3374486,0,0
56.93,3085665,3374508,0,0
56.97,3085718,3374663,0,0
57.03,3085805,3374954,0,0
57.07,3085886,3375138,0,0
57.11,3085775,3374837,0,0
57.15,3085393,3373779,0,0
57.19,3085090,3372936,0,0
57.23,3084960,3372689,0,0
57.27,3085004,3372856,0,0
57.31,3085163,3373278,0,0
57.35,3085348,3373753,0,0
57.39,3085406,3373921,0,0
57.45,3085350,3373775,0,0
57.49,3085384,3373849,0,0
57.53,3085476,3374056,0,0
57.57,3085539,3374222,0,0
57.61,3085605,3374410,0,0
57.67,3085663,3374528,0,0
57.71,3085696,3374605,0,0
57.75,3085731,3374672,0,0
57.79,3085771,3374791,0,0
57.83,3085835,3374979,0,0
57.88,3085916,3375180,0,0
57.92,3085665,3374509,0,0
57.96,3085335,3373612,0,0
58.00,3085197,3373204,0,0
58.04,3085218,3373315,0,0
58.10,3085369,3373726,0,0
58.14,3085563,3374232,0,0
58.18,3085658,3374514,0,0
58.22,3085622,3374419,0,0
58.26,3085593,3374305,0,0
58.32,3085623,3374358,0,0
58.36,3085689,3374546,0,0
58.40,3085762,3374738,0,0
58.44,3085823,3374906,0,0
58.48,3085856,3374963,0,0
58.52,3085876,3375090,0,0
58.52,3085889,3375126,0,0
58.56,3085901,3375170,0,0
58.60,3085960,3375298,0,0
58.64,3085994,3375364,0,0
58.68,3085991,3375364,0,0
58.74,3085718,3374671,0,0
58.78,3085361,3373674,0,0
58.82,3085153,3373155,0,0
58.86,3085133,3373095,0,0
58.90,3085252,3373503,0,0
58.97,3085461,3374048,0,0
59.01,3085593,3374343,0,0
59.05,3085578,3374386,0,0
59.09,3085574,3374305,0,0
59.12,3085577,3374363,0,0
59.16,3085644,3374536,0,0
59.17,3085716,3374753,0,0
59.21,3085787,3374967,0,0
59.25,3085864,3375095,0,0
59.29,3085883,3375144,0,0
59.33,3085879,3375152,0,0
59.37,3085902,3375196,0,0
59.41,3085952,3375321,0,0
59.45,3086015,3375497,0,0
59.49,3085975,3375396,0,0
59.53,3085635,3374473,0,0
59.59,3085226,3373381,0,0
59.63,3085008,3372865,0,0
59.67,3084958,3372784,0,0
59.71,3085026,3373029,0,0
59.75,3085184,3373478,0,0
59.79,3085280,3373758,0,0
59.83,3085279,3373759,0,0
59.87,3085260,3373735,0,0
59.91,3085299,3373813,0,0
59.95,3085388,3374038,0,0
60.02,3085481,3374295,0,0
60.06,3085562,3374487,0,0
60.10,3085623,3374647,0,0
60.14,3085667,3374750,0,0
60.18,3085686,3374826,0,0
60.22,3085708,3374914,0,0
60.24,3085760,3375031,0,0
60.28,3085827,3375147,0,0
60.32,3085803,3375103,0,0
60.36,3085501,3374304,0,0
60.40,3085086,3373183,0,0
60.44,3084841,3372590,0,0
60.48,3084781,3372527,0,0
60.52,3084859,3372764,0,0
60.56,3085043,3373227,0,0
60.60,3085160,3373567,0,0
60.64,3085174,3373599,0,0
60.68,3085140,3373537,0,0
60.72,3085170,3373617,0,0
60.76,3085242,3373796,0,0
60.80,3085315,3374012,0,0
60.86,3085388,3374209,0,0
60.90,3085458,3374383,0,0
60.94,3085510,3374524,0,0
60.98,3085534,3374585,0,0
61.02,3085553,3374624,0,0
61.06,3085580,3374728,0,0
61.07,3085678,3374954,0,0
61.11,3085721,3375035,0,0
61.15,3085621,3374735,0,0
61.19,3085241,3373708,0,0
61.23,3084875,3372823,0,0
61.29,3084743,3372564,0,0
61.33,3084780,3372671,0,0
61.37,3084921,3373094,0,0
61.41,3085078,3373563,0,0
61.45,3085148,3373744,0,0
61.51,3085111,3373634,0,0
61.55,3085153,3373748,0,0
61.59,3085241,3373955,0,0
61.63,3085356,3374249,0,0
61.67,3085457,3374528,0,0
61.71,3085526,3374759,0,0
61.75,3085625,3374932,0,0
61.79,3085660,3375077,0,0
61.83,3085699,3375154,0,0
61.87,3085771,3375320,0,0
61.93,3085850,3375540,0,0
61.97,3085929,3375750,0,0
62.01,3085917,3375690,0,0
62.05,3085605,3374802,0,0
62.09,3085188,3373657,0,0
62.13,3084990,3373210,0,0
62.16,3085006,3373268,0,0
62.20,3085118,3373626,0,0
62.23,3085321,3374165,0,0
62.27,3085453,3374487,0,0
62.31,3085446,3374474,0,0
62.36,3085423,3374413,0,0
62.40,3085470,3374487,0,0
62.44,3085523,3374669,0,0
62.48,3085623,3374872,0,0
62.52,3085699,3375083,0,0
62.58,3085752,3375215,0,0
62.62,3085779,3375308,0,0
62.66,3085812,3375371,0,0
62.70,3085827,3375425,0,0
62.74,3085845,3375462,0,0
62.78,3085900,3375600,0,0
62.80,3085953,3375776,0,0
62.84,3086009,3375902,0,0
62.88,3085933,3375665,0,0
62.92,3085542,3374626,0,0
62.96,3085204,3373734,0,0
63.00,3085109,3373505,0,0
63.04,3085153,3373679,0,0
63.08,3085318,3374154,0,0
63.12,3085500,3374605,0,0
63.16,3085581,3374792,0,0
63.23,3085566,3374760,0,0
63.27,3085580,3374753,0,0
63.30,3085614,3374855,0,0
63.34,3085686,3375067,0,0
63.38,3085759,3375264,0,0
63.42,3085807,3375381,0,0
63.45,3085851,3375504,0,0
63.49,3085870,3375583,0,0
63.53,3085916,3375675,0,0
63.57,3085960,3375769,0,0
63.61,3085994,3375889,0,0
63.65,3086062,3375995,0,0
63.69,3086091,3376146,0,0
63.73,3086142,3376259,0,0
63.77,3086023,3375957,0,0
63.81,3085624,3374795,0,0
63.85,3085313,3373946,0,0
63.89,3085220,3373823,0,0
63.93,3085299,3374051,0,0
63.97,3085463,3374536,0,0
64.01,3085662,3375045,0,0
64.05,3085755,3375230,0,0
64.09,3085748,3375187,0,0
64.13,3085732,3375171,0,0
64.17,3085767,3375251,0,0
64.21,3085824,3375463,0,0
64.25,3085899,3375704,0,0
64.29,3085993,3375908,0,0
64.33,3086053,3376035,0,0
64.37,3086090,3376155,0,0
64.41,3086130,3376249,0,0
64.47,3086151,3376310,0,0
64.51,3086174,3376336,0,0
64.55,3086215,3376489,0,0
64.59,3086287,3376685,0,0
64.63,3086350,3376834,0,0
64.67,3086242,3376546,0,0
64.70,3085866,3375524,0,0
64.74,3085531,3374583,0,0
64.78,3085436,3374331,0,0
64.82,3085494,3374514,0,0
64.86,3085665,3374967,0,0
64.90,3085838,3375451,0,0
64.94,3085921,3375690,0,0
64.98,3085877,3375627,0,0
65.02,3085893,3375559,0,0
65.06,3085914,3375641,0,0
65.12,3086073,3376080,0,0
65.16,3086155,3376287,0,0
65.20,3086211,3376432,0,0
65.24,3086240,3376555,0,0
65.28,3086282,3376628,0,0
65.34,3086299,3376685,0,0
65.38,3086328,3376762,0,0
65.42,3086366,3376836,0,0
65.46,3086438,3377041,0,0
65.50,3086483,3377135,0,0
65.55,3086026,3375876,0,0
65.58,3085714,3375005,0,0
65.62,3085646,3374842,0,0
65.67,3085742,3375102,0,0
65.70,3085940,3375605,0,0
65.77,3086128,3376143,0,0
65.81,3086206,3376329,0,0
65.85,3086193,3376305,0,0
65.89,3086182,3376267,0,0
65.93,3086223,3376376,0,0
65.99,3086286,3376526,0,0
66.03,3086335,3376734,0,0
66.07,3086447,3376952,0,0
66.11,3086483,3377065,0,0
66.15,3086527,3377171,0,0
66.19,3086561,3377281,0,0
66.19,3086566,3377311,0,0
66.23,3086617,3377403,0,0
66.27,3086660,3377528,0,0
66.31,3086720,3377734,0,0
66.35,3086751,3377857,0,0
66.41,3086597,3377418,0,0
66.45,3086268,3376485,0,0
66.49,3086026,3375808,0,0
66.53,3086026,3375777,0,0
66.57,3086163,3376139,0,0
66.63,3086331,3376607,0,0
66.67,3086442,3376904,0,0
66.71,3086431,3376867,0,0
66.75,3086396,3376754,0,0
66.79,3086381,3376745,0,0
66.83,3086407,3376822,0,0
66.84,3086439,3376897,0,0
66.88,3086474,3377062,0,0
66.92,3086523,3377128,0,0
66.96,3086550,3377247,0,0
67.00,3086544,3377282,0,0
67.06,3086540,3377297,0,0
67.10,3086569,3377335,0,0
67.14,3086578,3377346,0,0
67.18,3086619,3377480,0,0
67.22,3086635,3377514,0,0
67.26,3086424,3376957,0,0
67.30,3086050,3375938,0,0
67.34,3085815,3375288,0,0
67.38,3085782,3375207,0,0
67.42,3085870,3375434,0,0
67.46,3086030,3375903,0,0
67.50,3086151,3376251,0,0
67.54,3086172,3376342,0,0
67.58,3086171,3376292,0,0
67.62,3086199,3376265,0,0
67.68,3086209,3376381,0,0
67.72,3086245,3376532,0,0
67.76,3086338,3376718,0,0
67.80,3086374,3376862,0,0
67.84,3086416,3376947,0,0
67.88,3086438,3377027,0,0
67.88,3086446,3377064,0,0
67.92,3086455,3377114,0,0
67.96,3086493,3377189,0,0
68.00,3086552,3377318,0,0
68.04,3086541,3377296,0,0
68.08,3086266,3376559,0,0
68.12,3085876,3375504,0,0
68.16,3085676,3374967,0,0
68.20,3085652,3374950,0,0
68.24,3085757,3375232,0,0
68.30,3085934,3375698,0,0
68.34,3086040,3376008,0,0
68.38,3086075,3376044,0,0
68.42,3086041,3375978,0,0
68.46,3086042,3375978,0,0
68.51,3086092,3376098,0,0
68.55,3086178,3376336,0,0
68.59,3086234,3376485,0,0
68.63,3086275,3376607,0,0
68.67,3086299,3376726,0,0
68.73,3086335,3376779,0,0
68.77,3086335,3376806,0,0
68.81,3086345,3376850,0,0
68.85,3086390,3376977,0,0
68.89,3086442,3377103,0,0
68.93,3086410,3377025,0,0
68.95,3086133,3376250,0,0
68.99,3085768,3375233,0,0
69.03,3085598,3374829,0,0
69.07,3085616,3374895,0,0
69.11,3085772,3375267,0,0
69.15,3085941,3375772,0,0
69.19,3086073,3376074,0,0
69.23,3086088,3376142,0,0
69.27,3086087,3376115,0,0
69.31,3086121,3376184,0,0
69.37,3086238,3376529,0,0
69.41,3086296,3376678,0,0
69.45,3086341,3376832,0,0
69.49,3086367,3376888,0,0
69.53,3086397,3376959,0,0
69.59,3086437,3377080,0,0
69.63,3086477,3377195,0,0
69.67,3086576,3377400,0,0
69.71,3086628,3377517,0,0
69.75,3086555,3377370,0,0
69.80,3086244,3376574,0,0
69.84,3085921,3375663,0,0
69.88,3085818,3375387,0,0
69.92,3085905,3375587,0,0
69.96,3086104,3376072,0,0
70.02,3086303,3376674,0,0
70.06,3086263,3376545,0,0
70.10,3086222,3376484,0,0
70.14,3086238,3376498,0,0
70.18,3086298,3376630,0,0
70.24,3086322,3376764,0,0
70.28,3086398,3376899,0,0
70.32,3086407,3377012,0,0
70.36,3086422,3377067,0,0
70.40,3086423,3377088,0,0
70.44,3086459,3377145,0,0
70.48,3086480,3377286,0,0
70.52,3086481,3377291,0,0
70.56,3086253,3376678,0,0
70.60,3085896,3375656,0,0
70.66,3085691,3375110,0,0
70.70,3085675,3375081,0,0
70.74,3085780,3375377,0,0
70.78,3085954,3375857,0,0
70.82,3086064,3376169,0,0
70.86,3086064,3376161,0,0
70.90,3086018,3376060,0,0
70.94,3086019,3376059,0,0
70.98,3086050,3376128,0,0
71.02,3086111,3376312,0,0
71.07,3086167,3376465,0,0
71.11,3086212,3376583,0,0
71.15,3086259,3376714,0,0
71.19,3086283,3376784,0,0
71.23,3086294,3376832,0,0
71.29,3086306,3376915,0,0
71.33,3086354,3377009,0,0
71.37,3086375,3377091,0,0
71.41,3086252,3376744,0,0
71.45,3085884,3375715,0,0
71.49,3085580,3374897,0,0
71.51,3085493,3374673,0,0
71.55,3085557,3374842,0,0
71.59,3085724,3375298,0,0
71.63,3085903,3375776,0,0
71.67,3085993,3376002,0,0
71.71,3085978,3375986,0,0
71.75,3085981,3375965,0,0
71.79,3086004,3376018,0,0
71.83,3086042,3376177,0,0
71.87,3086091,3376303,0,0
71.93,3086119,3376426,0,0
71.97,3086160,3376567,0,0
72.01,3086184,3376566,0,0
72.05,3086181,3376591,0,0
72.09,3086184,3376610,0,0
72.13,3086226,3376722,0,0
72.13,3086301,3376909,0,0
72.17,3086354,3377073,0,0
72.21,3086150,3376540,0,0
72.25,3085760,3375450,0,0
72.29,3085523,3374765,0,0
72.34,3085493,3374665,0,0
72.38,3085615,3375024,0,0
72.42,3085825,3375585,0,0
72.46,3085968,3375993,0,0
72.50,3086009,3376110,0,0
72.56,3085990,3376041,0,0
72.60,3086002,3376075,0,0
72.64,3086058,3376219,0,0
72.68,3086142,3376435,0,0
72.72,3086262,3376714,0,0
72.76,3086369,3377041,0,0
72.80,3086398,3377188,0,0
72.84,3086433,3377241,0,0
72.88,3086482,3377332,0,0
72.92,3086516,3377426,0,0
72.98,3086600,3377580,0,0
73.02,3086679,3377789,0,0
73.06,3086690,3377759,0,0
73.10,3086397,3377111,0,0
73.14,3085971,3375945,0,0
73.18,3085680,3375115,0,0
73.20,3085645,3375062,0,0
73.24,3085749,3375344,0,0
73.28,3085926,3375800,0,0
73.32,3086023,3376058,0,0
73.36,3085990,3375965,0,0
73.40,3085929,3375838,0,0
73.44,3085916,3375807,0,0
73.48,3085925,3375862,0,0
73.52,3085974,3375993,0,0
73.56,3086018,3376136,0,0
73.61,3086049,3376216,0,0
73.64,3086050,3376272,0,0
73.69,3086050,3376296,0,0
73.72,3086050,3376274,0,0
73.77,3086054,3376325,0,0
73.83,3086069,3376422,0,0
73.87,3086093,3376438,0,0
73.91,3086000,3376227,0,0
73.95,3085657,3375301,0,0
73.99,3085295,3374320,0,0
74.03,3085103,3373903,0,0
74.03,3085117,3373949,0,0
74.07,3085246,3374361,0,0
74.11,3085449,3374857,0,0
