Time (s),Red,IR,filtered,isZeroX
79.74,2816097,3105143,0,0
79.78,2816099,3105162,0,0
79.82,2816097,3105168,0,0
79.86,2816092,3105192,0,0
79.90,2816136,3105314,0,0
79.94,2816207,3105545,0,0
80.00,2816262,3105715,0,0
80.04,2816315,3105801,0,0
80.08,2816343,3105873,0,0
80.12,2816358,3105907,0,0
80.16,2816398,3106043,0,0
80.20,2816458,3106245,0,0
80.22,2816413,3106113,0,0
80.26,2816035,3105007,0,0
80.30,2815574,3103645,0,0
80.34,2815371,3103127,0,0
80.38,2815395,3103246,0,0
80.43,2815546,3103677,0,0
80.47,2815761,3104213,0,0
80.51,2815867,3104541,0,0
80.55,2815873,3104630,0,0
80.59,2815863,3104611,0,0
80.65,2815909,3104726,0,0
80.69,2815964,3104874,0,0
80.73,2816068,3105164,0,0
80.77,2816147,3105402,0,0
80.81,2816175,3105544,0,0
80.85,2816241,3105686,0,0
80.87,2816261,3105712,0,0
80.91,2816288,3105799,0,0
80.95,2816354,3106007,0,0
80.99,2816402,3106012,0,0
81.03,2816139,3105281,0,0
81.07,2815623,3103722,0,0
81.11,2815300,3102826,0,0
81.15,2815238,3102693,0,0
81.19,2815365,3103079,0,0
81.23,2815597,3103726,0,0
81.30,2815757,3104199,0,0
81.33,2815841,3104362,0,0
81.38,2815804,3104288,0,0
81.42,2815800,3104296,0,0
81.45,2815863,3104476,0,0
81.50,2815945,3104708,0,0
81.52,2816002,3104899,0,0
81.56,2816064,3105098,0,0
81.60,2816111,3105247,0,0
81.64,2816129,3105311,0,0
81.68,2816149,3105356,0,0
81.72,2816189,3105485,0,0
81.76,2816262,3105719,0,0
81.80,2816238,3105618,0,0
81.84,2815876,3104493,0,0
81.88,2815395,3103032,0,0
81.94,2815197,3102483,0,0
81.98,2815219,3102544,0,0
82.02,2815377,3103041,0,0
82.06,2815613,3103668,0,0
82.10,2815751,3104083,0,0
82.14,2815768,3104128,0,0
82.16,2815770,3104192,0,0
82.20,2815825,3104301,0,0
82.24,2815911,3104529,0,0
82.28,2816021,3104856,0,0
82.32,2816088,3105093,0,0
82.36,2816174,3105328,0,0
82.40,2816237,3105535,0,0
82.44,2816287,3105670,0,0
82.48,2816327,3105810,0,0
82.52,2816415,3105983,0,0
82.58,2816489,3106227,0,0
82.62,2816501,3106242,0,0
82.67,2816181,3105267,0,0
82.70,2815704,3103795,0,0
82.75,2815531,3103251,0,0
82.78,2815596,3103416,0,0
82.81,2815775,3103976,0,0
82.85,2816016,3104706,0,0
82.89,2816169,3105103,0,0
82.93,2816175,3105139,0,0
82.97,2816172,3105135,0,0
83.01,2816201,3105210,0,0
83.05,2816241,3105294,0,0
83.09,2816302,3105470,0,0
83.13,2816379,3105689,0,0
83.17,2816441,3105900,0,0
83.23,2816546,3106213,0,0
83.27,2816557,3106281,0,0
83.31,2816603,3106423,0,0
83.35,2816654,3106558,0,0
83.39,2816665,3106590,0,0
83.43,2816405,3105882,0,0
83.47,2815993,3104454,0,0
83.51,2815729,3103652,0,0
83.55,2815715,3103614,0,0
83.59,2815858,3104057,0,0
83.63,2816064,3104704,0,0
83.67,2816188,3105027,0,0
83.71,2816217,3105098,0,0
83.75,2816194,3105074,0,0
83.79,2816182,3105057,0,0
83.86,2816224,3105175,0,0
83.90,2816289,3105343,0,0
83.94,2816327,3105483,0,0
83.98,2816387,3105659,0,0
84.02,2816433,3105786,0,0
84.06,2816452,3105838,0,0
84.08,2816534,3105979,0,0
84.12,2816529,3106071,0,0
84.16,2816571,3106187,0,0
84.20,2816573,3106239,0,0
84.24,2816271,3105261,0,0
84.28,2815725,3103547,0,0
84.32,2815419,3102646,0,0
84.36,2815380,3102551,0,0
84.40,2815503,3102896,0,0
84.44,2815720,3103552,0,0
84.50,2815883,3104095,0,0
84.54,2815957,3104289,0,0
84.58,2815950,3104268,0,0
84.62,2815988,3104407,0,0
84.66,2816054,3104564,0,0
84.70,2816136,3104830,0,0
84.72,2816236,3105098,0,0
84.76,2816284,3105280,0,0
84.80,2816327,3105460,0,0
84.84,2816377,3105585,0,0
84.88,2816376,3105600,0,0
84.93,2816419,3105693,0,0
84.97,2816486,3105895,0,0
85.01,2816506,3106013,0,0
85.05,2816294,3105323,0,0
85.09,2815781,3103725,0,0
85.13,2815435,3102644,0,0
85.17,2815378,3102488,0,0
85.21,2815466,3102740,0,0
85.25,2815692,3103398,0,0
85.29,2815887,3104007,0,0
85.35,2815988,3104317,0,0
85.39,2816037,3104443,0,0
85.43,2816051,3104540,0,0
85.47,2816116,3104703,0,0
85.51,2816213,3104972,0,0
85.55,2816316,3105304,0,0
85.55,2816388,3105503,0,0
85.59,2816448,3105680,0,0
85.63,2816483,3105829,0,0
85.67,2816519,3105891,0,0
85.71,2816536,3105980,0,0
85.75,2816585,3106144,0,0
85.79,2816658,3106343,0,0
85.83,2816604,3106146,0,0
85.87,2816216,3104928,0,0
85.91,2815799,3103565,0,0
85.97,2815656,3103117,0,0
86.02,2815712,3103303,0,0
86.06,2815895,3103868,0,0
86.09,2816106,3104460,0,0
86.14,2816214,3104755,0,0
86.18,2816258,3104866,0,0
86.22,2816253,3104887,0,0
86.26,2816279,3104997,0,0
86.30,2816350,3105189,0,0
86.34,2816434,3105447,0,0
86.38,2816594,3105977,0,0
86.42,2816670,3106148,0,0
86.46,2816664,3106227,0,0
86.50,2816678,3106288,0,0
86.60,2816773,3106580,0,0
86.64,2816796,3106645,0,0
86.68,2816589,3105930,0,0
86.72,2816153,3104540,0,0
86.76,2815881,3103631,0,0
86.80,2815895,3103659,0,0
86.84,2816047,3104085,0,0
86.88,2816233,3104691,0,0
86.92,2816378,3105149,0,0
86.96,2816425,3105252,0,0
87.00,2816397,3105202,0,0
87.04,2816385,3105151,0,0
87.08,2816408,3105237,0,0
87.12,2816459,3105430,0,0
87.16,2816538,3105656,0,0
87.22,2816592,3105858,0,0
87.26,2816670,3106068,0,0
87.30,2816702,3106169,0,0
87.34,2816720,3106201,0,0
87.38,2816710,3106154,0,0
87.43,2816769,3106369,0,0
87.47,2816670,3106103,0,0
87.51,2816283,3104886,0,0
87.55,2815870,3103588,0,0
87.59,2815695,3103048,0,0
87.63,2815751,3103224,0,0
87.67,2815946,3103764,0,0
87.71,2816106,3104259,0,0
87.75,2816212,3104554,0,0
87.79,2816226,3104656,0,0
87.85,2816241,3104679,0,0
87.89,2816289,3104863,0,0
87.93,2816379,3105127,0,0
87.97,2816467,3105361,0,0
88.01,2816512,3105545,0,0
88.05,2816568,3105713,0,0
88.09,2816582,3105762,0,0
88.13,2816596,3105794,0,0
88.17,2816637,3105898,0,0
88.21,2816688,3106065,0,0
88.28,2816769,3106308,0,0
88.32,2816809,3106409,0,0
88.36,2816584,3105773,0,0
88.40,2816208,3104618,0,0
88.44,2816009,3103991,0,0
88.48,2816076,3104140,0,0
88.50,2816256,3104717,0,0
88.54,2816459,3105312,0,0
88.58,2816577,3105660,0,0
88.62,2816594,3105709,0,0
88.66,2816518,3105529,0,0
88.70,2816466,3105366,0,0
88.74,2816505,3105427,0,0
88.78,2816551,3105654,0,0
88.82,2816601,3105779,0,0
88.86,2816638,3105899,0,0
88.90,2816674,3106000,0,0
88.94,2816668,3106007,0,0
88.98,2816679,3106051,0,0
89.02,2816726,3106164,0,0
89.06,2816758,3106266,0,0
89.12,2816695,3106070,0,0
89.16,2816267,3104788,0,0
89.20,2815815,3103376,0,0
89.24,2815657,3102954,0,0
89.28,2815705,3103130,0,0
89.32,2815891,3103696,0,0
89.32,2816086,3104277,0,0
89.36,2816199,3104606,0,0
89.40,2816217,3104682,0,0
89.44,2816203,3104695,0,0
89.48,2816262,3104792,0,0
89.55,2816289,3104967,0,0
89.59,2816355,3105102,0,0
89.63,2816400,3105239,0,0
89.67,2816409,3105363,0,0
89.71,2816477,3105503,0,0
89.77,2816512,3105620,0,0
89.81,2816540,3105693,0,0
89.84,2816589,3105869,0,0
89.89,2816603,3105925,0,0
89.92,2816281,3104972,0,0
89.97,2815783,3103393,0,0
89.97,2815460,3102481,0,0
90.01,2815430,3102426,0,0
90.05,2815582,3102822,0,0
90.09,2815784,3103429,0,0
90.13,2815982,3104021,0,0
90.19,2816070,3104274,0,0
90.23,2816089,3104331,0,0
90.27,2816109,3104407,0,0
90.31,2816155,3104544,0,0
90.35,2816217,3104781,0,0
90.41,2816369,3105227,0,0
90.45,2816440,3105388,0,0
90.49,2816451,3105461,0,0
90.53,2816482,3105575,0,0
90.57,2816527,3105754,0,0
90.61,2816625,3106003,0,0
90.66,2816538,3105738,0,0
90.69,2816153,3104561,0,0
90.73,2815750,3103286,0,0
90.78,2815637,3102934,0,0
90.84,2815712,3103141,0,0
90.88,2815888,3103663,0,0
90.92,2816074,3104283,0,0
90.96,2816190,3104611,0,0
91.00,2816219,3104634,0,0
91.04,2816237,3104747,0,0
91.08,2816292,3104938,0,0
91.12,2816380,3105177,0,0
91.16,2816432,3105412,0,0
91.24,2816556,3105703,0,0
91.28,2816589,3105808,0,0
91.32,2816641,3105999,0,0
91.36,2816689,3106190,0,0
91.40,2816688,3106147,0,0
91.44,2816357,3105155,0,0
91.48,2815900,3103688,0,0
91.52,2815686,3103014,0,0
91.56,2815712,3103099,0,0
91.60,2815876,3103570,0,0
91.66,2816086,3104238,0,0
91.70,2816240,3104652,0,0
91.74,2816263,3104758,0,0
91.78,2816271,3104812,0,0
91.82,2816301,3104942,0,0
91.87,2816385,3105163,0,0
91.91,2816479,3105437,0,0
91.95,2816553,3105677,0,0
91.99,2816611,3105812,0,0
92.03,2816637,3105919,0,0
92.09,2816643,3105956,0,0
92.13,2816685,3106072,0,0
92.17,2816758,3106277,0,0
92.21,2816794,3106346,0,0
92.25,2816623,3105801,0,0
92.29,2816253,3104697,0,0
92.31,2816039,3104022,0,0
92.35,2816098,3104172,0,0
92.39,2816275,3104697,0,0
92.43,2816483,3105335,0,0
92.47,2816635,3105778,0,0
92.51,2816659,3105879,0,0
92.55,2816660,3105895,0,0
92.59,2816638,3105896,0,0
92.63,2816644,3105969,0,0
92.67,2816716,3106160,0,0
92.71,2816793,3106392,0,0
92.75,2816857,3106554,0,0
92.79,2816903,3106653,0,0
92.83,2816911,3106704,0,0
92.87,2816926,3106712,0,0
92.93,2816981,3106848,0,0
92.97,2817019,3106963,0,0
93.01,2816873,3106515,0,0
93.05,2816559,3105554,0,0
93.09,2816335,3104819,0,0
93.13,2816314,3104794,0,0
93.14,2816505,3105364,0,0
93.18,2816688,3105908,0,0
93.22,2816793,3106244,0,0
93.26,2816820,3106329,0,0
93.30,2816800,3106222,0,0
93.36,2816775,3106213,0,0
93.40,2816818,3106313,0,0
93.44,2816845,3106435,0,0
93.48,2816916,3106606,0,0
93.52,2816935,3106727,0,0
93.58,2816958,3106785,0,0
93.62,2816963,3106817,0,0
93.66,2816983,3106897,0,0
93.70,2817001,3106960,0,0
93.74,2816939,3106727,0,0
93.78,2816592,3105706,0,0
93.78,2816160,3104320,0,0
93.82,2815961,3103729,0,0
93.86,2816033,3103875,0,0
93.90,2816199,3104377,0,0
93.94,2816388,3104974,0,0
94.00,2816464,3105217,0,0
94.04,2816472,3105213,0,0
94.08,2816437,3105137,0,0
94.12,2816440,3105179,0,0
94.16,2816487,3105301,0,0
94.23,2816600,3105638,0,0
94.27,2816630,3105757,0,0
94.31,2816647,3105783,0,0
94.35,2816661,3105863,0,0
94.39,2816713,3105998,0,0
94.43,2816691,3105958,0,0
94.47,2816401,3105033,0,0
94.51,2815829,3103274,0,0
94.55,2815475,3102319,0,0
94.59,2815447,3102262,0,0
94.65,2815571,3102582,0,0
94.69,2815791,3103242,0,0
94.73,2815971,3103774,0,0
94.77,2816000,3103894,0,0
94.81,2815974,3103797,0,0
94.85,2815954,3103788,0,0
94.87,2815990,3103883,0,0
94.91,2816075,3104143,0,0
94.95,2816163,3104438,0,0
94.99,2816233,3104638,0,0
95.03,2816266,3104755,0,0
95.08,2816286,3104838,0,0
95.11,2816339,3104997,0,0
95.16,2816401,3105201,0,0
95.19,2816334,3104938,0,0
95.23,2815855,3103471,0,0
95.30,2815336,3101942,0,0
95.34,2815150,3101492,0,0
95.38,2815185,3101624,0,0
95.42,2815385,3102201,0,0
95.46,2815624,3102904,0,0
95.50,2815768,3103278,0,0
95.52,2815751,3103288,0,0
95.56,2815727,3103242,0,0
95.60,2815768,3103326,0,0
95.64,2815821,3103553,0,0
95.68,2815918,3103829,0,0
95.72,2815997,3104079,0,0
95.76,2816089,3104320,0,0
95.80,2816105,3104409,0,0
95.84,2816147,3104496,0,0
95.88,2816191,3104684,0,0
95.94,2816252,3104895,0,0
95.98,2816126,3104514,0,0
96.02,2815587,3102834,0,0
96.06,2815106,3101484,0,0
96.10,2814992,3101173,0,0
96.14,2815056,3101353,0,0
96.16,2815291,3102017,0,0
96.20,2815510,3102660,0,0
96.24,2815597,3102917,0,0
96.28,2815600,3102874,0,0
96.32,2815553,3102798,0,0
96.36,2815573,3102874,0,0
96.40,2815683,3103172,0,0
96.44,2815813,3103497,0,0
96.48,2815885,3103836,0,0
96.52,2816005,3104181,0,0
96.58,2816057,3104343,0,0
96.62,2816092,3104468,0,0
96.67,2816186,3104745,0,0
96.70,2816260,3105017,0,0
96.75,2816261,3104971,0,0
96.78,2815946,3103996,0,0
96.81,2815416,3102385,0,0
96.84,2815204,3101766,0,0
96.89,2815253,3101948,0,0
96.92,2815491,3102584,0,0
96.97,2815767,3103404,0,0
97.01,2815947,3103929,0,0
97.05,2816030,3104174,0,0
97.09,2816043,3104244,0,0
97.13,2816066,3104355,0,0
97.17,2816162,3104654,0,0
97.23,2816286,3104992,0,0
97.27,2816358,3105285,0,0
97.31,2816440,3105497,0,0
97.35,2816488,3105668,0,0
97.39,2816546,3105816,0,0
97.43,2816598,3105976,0,0
97.45,2816643,3106164,0,0
97.49,2816700,3106354,0,0
97.53,2816592,3106047,0,0
97.57,2816207,3104837,0,0
97.61,2815907,3103845,0,0
97.66,2815874,3103718,0,0
97.69,2816010,3104128,0,0
97.73,2816231,3104809,0,0
97.78,2816381,3105273,0,0
97.81,2816433,3105390,0,0
97.88,2816403,3105302,0,0
97.92,2816424,3105407,0,0
97.96,2816488,3105592,0,0
98.00,2816527,3105715,0,0
98.04,2816579,3105889,0,0
98.08,2816599,3105970,0,0
98.12,2816616,3106014,0,0
98.16,2816628,3106071,0,0
98.20,2816674,3106127,0,0
98.24,2816728,3106304,0,0
98.28,2816612,3106023,0,0
98.32,2816196,3104713,0,0
98.36,2815716,3103245,0,0
98.40,2815575,3102749,0,0
98.44,2815689,3103094,0,0
98.50,2815902,3103706,0,0
98.54,2816091,3104288,0,0
98.58,2816191,3104594,0,0
98.62,2816176,3104551,0,0
98.66,2816161,3104559,0,0
98.70,2816226,3104823,0,0
98.74,2816322,3105072,0,0
98.78,2816385,3105229,0,0
98.82,2816449,3105415,0,0
98.91,2816498,3105570,0,0
98.94,2816519,3105656,0,0
98.98,2816597,3105814,0,0
99.03,2816628,3105929,0,0
99.06,2816359,3105099,0,0
99.13,2815787,3103269,0,0
99.17,2815396,3102167,0,0
99.21,2815343,3102046,0,0
99.25,2815465,3102371,0,0
99.29,2815710,3103056,0,0
99.33,2815900,3103621,0,0
99.37,2815955,3103797,0,0
99.41,2815965,3103767,0,0
99.45,2815961,3103790,0,0
99.49,2816013,3104016,0,0
99.53,2816126,3104289,0,0
99.57,2816216,3104604,0,0
99.61,2816284,3104848,0,0
99.65,2816345,3105044,0,0
99.69,2816380,3105164,0,0
99.75,2816421,3105235,0,0
99.79,2816446,3105315,0,0
99.83,2816508,3105514,0,0
99.87,2816533,3105615,0,0
99.91,2816292,3104823,0,0
99.95,2815723,3103109,0,0
99.95,2815414,3102158,0,0
99.99,2815402,3102138,0,0
100.03,2815572,3102535,0,0
100.07,2815801,3103256,0,0
100.11,2815999,3103849,0,0
100.15,2816072,3104106,0,0
100.19,2816081,3104136,0,0
100.23,2816097,3104218,0,0
100.27,2816168,3104411,0,0
100.31,2816248,3104648,0,0
100.38,2816316,3104859,0,0
100.42,2816376,3105071,0,0
100.46,2816428,3105224,0,0
100.50,2816456,3105327,0,0
100.54,2816472,3105381,0,0
100.58,2816514,3105477,0,0
100.62,2816568,3105630,0,0
100.66,2816621,3105778,0,0
100.70,2816496,3105444,0,0
100.74,2816031,3103993,0,0
100.78,2815606,3102673,0,0
100.82,2815547,3102491,0,0
100.86,2815650,3102787,0,0
100.90,2815895,3103486,0,0
100.94,2816096,3104102,0,0
101.00,2816191,3104397,0,0
101.04,2816214,3104459,0,0
101.08,2816223,3104530,0,0
101.12,2816281,3104708,0,0
101.16,2816344,3104941,0,0
101.20,2816463,3105211,0,0
101.20,2816516,3105445,0,0
101.24,2816578,3105619,0,0
101.28,2816618,3105801,0,0
101.32,2816649,3105841,0,0
101.36,2816682,3105912,0,0
101.40,2816725,3106038,0,0
101.44,2816791,3106263,0,0
101.48,2816779,3106263,0,0
101.52,2816454,3105210,0,0
101.56,2816034,3103820,0,0
101.62,2815875,3103330,0,0
101.66,2815948,3103533,0,0
101.70,2816154,3104188,0,0
101.74,2816369,3104851,0,0
101.78,2816498,3105230,0,0
101.83,2816527,3105347,0,0
101.87,2816527,3105309,0,0
101.91,2816537,3105311,0,0
101.95,2816579,3105510,0,0
101.99,2816666,3105735,0,0
102.05,2816732,3105944,0,0
102.09,2816797,3106171,0,0
102.13,2816873,3106339,0,0
102.17,2816906,3106430,0,0
102.21,2816935,3106486,0,0
102.25,2816953,3106564,0,0
102.27,2817003,3106777,0,0
102.31,2817039,3106900,0,0
102.35,2816865,3106356,0,0
102.39,2816532,3105331,0,0
102.43,2816343,3104688,0,0
102.47,2816421,3104866,0,0
102.51,2816567,3105367,0,0
102.55,2816703,3105870,0,0
102.59,2816839,3106176,0,0
102.63,2816843,3106165,0,0
102.67,2816813,3106062,0,0
102.71,2816859,3106201,0,0
102.75,2816933,3106429,0,0
102.79,2816980,3106704,0,0
102.89,2817057,3106885,0,0
102.93,2817112,3107053,0,0
102.97,2817173,3107212,0,0
103.01,2817201,3107306,0,0
103.05,2817226,3107425,0,0
103.09,2817290,3107595,0,0
103.10,2817313,3107698,0,0
103.14,2817136,3107226,0,0
103.18,2816807,3106150,0,0
103.22,2816628,3105567,0,0
103.26,2816680,3105689,0,0
103.32,2816835,3106171,0,0
103.36,2817003,3106686,0,0
103.40,2817086,3106939,0,0
103.44,2817092,3106989,0,0
103.48,2817060,3106873,0,0
103.54,2817049,3106881,0,0
103.58,2817084,3106969,0,0
103.62,2817129,3107092,0,0
103.66,2817165,3107191,0,0
103.70,2817183,3107269,0,0
103.74,2817195,3107317,0,0
103.78,2817183,3107352,0,0
103.82,2817228,3107444,0,0
103.86,2817264,3107533,0,0
103.90,2817152,3107222,0,0
103.96,2816794,3106141,0,0
104.00,2816489,3105089,0,0
104.04,2816441,3104931,0,0
104.08,2816537,3105265,0,0
104.12,2816715,3105784,0,0
104.16,2816867,3106246,0,0
104.19,2816954,3106476,0,0
104.22,2816950,3106478,0,0
104.27,2816932,3106432,0,0
104.31,2816942,3106478,0,0
104.34,2817021,3106651,0,0
104.39,2817042,3106812,0,0
104.43,2817083,3106954,0,0
104.47,2817142,3107105,0,0
104.51,2817162,3107200,0,0
104.55,2817165,3107206,0,0
104.61,2817193,3107265,0,0
104.65,2817221,3107385,0,0
104.69,2817148,3107235,0,0
104.73,2816829,3106197,0,0
104.77,2816437,3104992,0,0
104.81,2816274,3104477,0,0
104.81,2816336,3104560,0,0
104.85,2816513,3105051,0,0
104.89,2816646,3105595,0,0
104.93,2816770,3105911,0,0
104.97,2816768,3105969,0,0
105.01,2816770,3105925,0,0
105.05,2816774,3105973,0,0
105.09,2816839,3106132,0,0
105.13,2816894,3106347,0,0
105.17,2816973,3106520,0,0
105.24,2817024,3106680,0,0
105.28,2817040,3106771,0,0
105.32,2817011,3106835,0,0
105.36,2817065,3106928,0,0
105.40,2817112,3107076,0,0
105.46,2817144,3107174,0,0
105.50,2816943,3106535,0,0
105.54,2816558,3105331,0,0
105.58,2816332,3104582,0,0
105.62,2816302,3104561,0,0
105.66,2816457,3104964,0,0
105.66,2816628,3105499,0,0
105.70,2816750,3105875,0,0
105.74,2816795,3105977,0,0
105.78,2816777,3105920,0,0
105.82,2816772,3105933,0,0
105.86,2816801,3106045,0,0
105.90,2816837,3106221,0,0
105.94,2816911,3106427,0,0
105.98,2816962,3106557,0,0
106.02,2816995,3106677,0,0
106.08,2817006,3106744,0,0
106.12,2817029,3106746,0,0
106.16,2817042,3106842,0,0
106.20,2817094,3106995,0,0
106.24,2817013,3106781,0,0
106.28,2816704,3105831,0,0
106.32,2816398,3104891,0,0
106.36,2816340,3104655,0,0
106.40,2816437,3104947,0,0
106.44,2816608,3105487,0,0
106.49,2816820,3106129,0,0
106.53,2816796,3106081,0,0
106.57,2816780,3106040,0,0
106.61,2816800,3106090,0,0
106.71,2816907,3106430,0,0
106.75,2816940,3106552,0,0
106.79,2816981,3106677,0,0
106.83,2816986,3106715,0,0
106.87,2817005,3106757,0,0
106.91,2817033,3106857,0,0
106.95,2817074,3106987,0,0
106.99,2817088,3107018,0,0
107.03,2816871,3106414,0,0
107.07,2816533,3105385,0,0
107.13,2816365,3104818,0,0
107.17,2816412,3104956,0,0
107.21,2816574,3105447,0,0
107.25,2816758,3105981,0,0
107.29,2816863,3106289,0,0
107.33,2816880,3106314,0,0
107.35,2816852,3106268,0,0
107.39,2816869,3106296,0,0
107.43,2816908,3106445,0,0
107.47,2816947,3106634,0,0
107.51,2817015,3106820,0,0
107.56,2817060,3106907,0,0
107.59,2817084,3107003,0,0
107.64,2817106,3107074,0,0
107.67,2817108,3107110,0,0
107.72,2817128,3107203,0,0
107.76,2817170,3107362,0,0
107.80,2817152,3107287,0,0
107.84,2816910,3106604,0,0
107.88,2816707,3105901,0,0
107.92,2816668,3105748,0,0
107.98,2816754,3106056,0,0
108.02,2816901,3106533,0,0
108.06,2817028,3106944,0,0
108.10,2817107,3107184,0,0
108.14,2817120,3107206,0,0
108.18,2817101,3107176,0,0
108.18,2817159,3107303,0,0
108.22,2817184,3107399,0,0
108.26,2817222,3107552,0,0
108.30,2817268,3107675,0,0
108.34,2817274,3107740,0,0
108.40,2817287,3107800,0,0
108.44,2817313,3107838,0,0
108.48,2817331,3107913,0,0
108.52,2817381,3108066,0,0
108.56,2817394,3108091,0,0
108.62,2817212,3107556,0,0
108.66,2816922,3106679,0,0
108.70,2816776,3106255,0,0
108.74,2816820,3106322,0,0
108.78,2816938,3106717,0,0
108.82,2817065,3107089,0,0
108.83,2817134,3107319,0,0
108.86,2817131,3107289,0,0
108.91,2817105,3107199,0,0
108.94,2817076,3107161,0,0
108.98,2817099,3107215,0,0
109.05,2817155,3107359,0,0
109.09,2817172,3107468,0,0
109.13,2817203,3107527,0,0
109.17,2817218,3107601,0,0
109.21,2817213,3107583,0,0
109.27,2817228,3107628,0,0
109.31,2817247,3107714,0,0
109.35,2817214,3107719,0,0
109.39,2817044,3107112,0,0
109.43,2816723,3106089,0,0
109.47,2816527,3105459,0,0
109.47,2816544,3105490,0,0
109.51,2816657,3105851,0,0
109.55,2816815,3106287,0,0
109.59,2816922,3106581,0,0
109.63,2816924,3106669,0,0
109.69,2816903,3106582,0,0
109.73,2816898,3106533,0,0
109.77,2816926,3106637,0,0
109.81,2816957,3106772,0,0
109.85,2816993,3106901,0,0
109.91,2817035,3107028,0,0
109.95,2817066,3107108,0,0
109.99,2817079,3107161,0,0
110.03,2817097,3107180,0,0
110.07,2817129,3107272,0,0
110.11,2817138,3107354,0,0
110.12,2816986,3106880,0,0
110.16,2816607,3105693,0,0
110.20,2816293,3104683,0,0
110.24,2816223,3104449,0,0
110.28,2816331,3104739,0,0
110.32,2816500,3105271,0,0
110.36,2816647,3105717,0,0
110.40,2816707,3105893,0,0
110.44,2816685,3105851,0,0
110.48,2816682,3105840,0,0
110.52,2816693,3105897,0,0
110.56,2816760,3106026,0,0
110.60,2816824,3106297,0,0
110.64,2816883,3106438,0,0
110.68,2816926,3106621,0,0
110.72,2816949,3106693,0,0
110.76,2816971,3106769,0,0
110.80,2817008,3106929,0,0
110.84,2817064,3107077,0,0
110.88,2817018,3106948,0,0
110.94,2816721,3106031,0,0
110.98,2816317,3104818,0,0
111.02,2816161,3104307,0,0
111.06,2816208,3104391,0,0
111.10,2816354,3104842,0,0
111.14,2816524,3105411,0,0
111.16,2816631,3105670,0,0
111.20,2816633,3105683,0,0
111.24,2816627,3105680,0,0
111.28,2816645,3105716,0,0
111.32,2816713,3105893,0,0
111.37,2816757,3106079,0,0
111.41,2816804,3106272,0,0
111.45,2816867,3106472,0,0
111.49,2816924,3106640,0,0
111.53,2816946,3106699,0,0
111.59,2816940,3106761,0,0
111.63,2816985,3106859,0,0
111.67,2816999,3106908,0,0
111.71,2816803,3106348,0,0
111.75,2816381,3105072,0,0
111.79,2816144,3104286,0,0
111.81,2816144,3104255,0,0
111.85,2816291,3104649,0,0
111.89,2816462,3105196,0,0
111.93,2816581,3105570,0,0
111.97,2816610,3105634,0,0
112.01,2816554,3105528,0,0
112.05,2816555,3105514,0,0
112.09,2816606,3105661,0,0
112.13,2816689,3105887,0,0
112.17,2816754,3106075,0,0
112.23,2816786,3106229,0,0
112.27,2816830,3106343,0,0
112.31,2816839,3106387,0,0
112.35,2816852,3106419,0,0
112.39,2816887,3106540,0,0
112.43,2816921,3106652,0,0
112.45,2816788,3106290,0,0
112.49,2816397,3105107,0,0
112.53,2816055,3104003,0,0
112.57,2815964,3103746,0,0
112.61,2816099,3104058,0,0
112.66,2816297,3104712,0,0
112.70,2816484,3105235,0,0
112.74,2816533,3105407,0,0
112.78,2816511,3105374,0,0
112.82,2816501,3105362,0,0
112.88,2816527,3105460,0,0
112.92,2816590,3105661,0,0
112.96,2816682,3105889,0,0
113.00,2816753,3106118,0,0
113.04,2816796,3106273,0,0
113.08,2816807,3106352,0,0
113.10,2816832,3106417,0,0
113.14,2816896,3106564,0,0
113.18,2816922,3106674,0,0
113.22,2816794,3106321,0,0
113.26,2816433,3105247,0,0
113.30,2816148,3104300,0,0
113.34,2816120,3104162,0,0
113.38,2816251,3104588,0,0
113.42,2816443,3105169,0,0
113.46,2816606,3105714,0,0
113.50,2816696,3105898,0,0
113.54,2816692,3105896,0,0
113.58,2816687,3105935,0,0
113.62,2816741,3106033,0,0
113.66,2816806,3106268,0,0
113.72,2816866,3106519,0,0
113.76,2816937,3106675,0,0
113.80,2816979,3106891,0,0
113.84,2817000,3106975,0,0
113.88,2817047,3107125,0,0
113.92,2817117,3107342,0,0
113.93,2817144,3107476,0,0
113.97,2817069,3107257,0,0
114.01,2816785,3106386,0,0
114.05,2816617,3105847,0,0
114.09,2816653,3105927,0,0
114.15,2816806,3106303,0,0
114.19,2816959,3106761,0,0
114.23,2817073,3107195,0,0
114.27,2817100,3107266,0,0
114.31,2817086,3107222,0,0
114.37,2817061,3107180,0,0
114.41,2817069,3107196,0,0
114.45,2817102,3107317,0,0
114.49,2817124,3107399,0,0
114.53,2817138,3107512,0,0
114.57,2817170,3107567,0,0
114.57,2817202,3107541,0,0
114.61,2817154,3107616,0,0
114.65,2817182,3107657,0,0
114.69,2817163,3107558,0,0
114.73,2816887,3106724,0,0
114.79,2816500,3105532,0,0
114.83,2816309,3104899,0,0
114.87,2816361,3105028,0,0
114.91,2816518,3105497,0,0
114.95,2816646,3105944,0,0
114.99,2816708,3106126,0,0
115.03,2816669,3105996,0,0
115.07,2816653,3105968,0,0
115.11,2816689,3106042,0,0
115.20,2816800,3106321,0,0
115.24,2816820,3106427,0,0
115.28,2816833,3106505,0,0
115.32,2816847,3106537,0,0
115.36,2816868,3106588,0,0
115.42,2816902,3106727,0,0
