Time (s),Red,IR
25.27,3090716,3097423
25.31,3090756,3097512
25.35,3090627,3097216
25.39,3090298,3096438
25.43,3090005,3095653
25.49,3089803,3095182
25.53,3089761,3095058
25.57,3089815,3095224
25.61,3089919,3095489
25.65,3089979,3095612
25.69,3089992,3095626
25.69,3090020,3095665
25.73,3090072,3095822
25.77,3090162,3096028
25.81,3090258,3096254
25.85,3090351,3096461
25.91,3090405,3096646
25.95,3090480,3096807
25.99,3090536,3096950
26.03,3090585,3097082
26.07,3090651,3097278
26.13,3090727,3097473
26.17,3090776,3097587
26.21,3090691,3097423
26.25,3090391,3096749
26.29,3090112,3096059
26.33,3089905,3095541
26.37,3089965,3095661
26.41,3090067,3095912
26.45,3090116,3096060
26.55,3090142,3096148
26.59,3090193,3096276
26.63,3090267,3096467
26.67,3090349,3096666
26.71,3090442,3096886
26.76,3090523,3097074
26.80,3090587,3097247
26.84,3090631,3097374
26.88,3090673,3097557
26.92,3090732,3097708
26.98,3090826,3097878
27.02,3090864,3098037
27.06,3090843,3098031
27.10,3090643,3097592
27.14,3090377,3097013
27.18,3090227,3096602
27.18,3090152,3096421
27.22,3090174,3096490
27.26,3090269,3096694
27.30,3090309,3096811
27.34,3090323,3096834
27.40,3090314,3096881
27.44,3090356,3096975
27.48,3090416,3097113
27.52,3090461,3097276
27.56,3090550,3097461
27.62,3090604,3097599
27.66,3090668,3097773
27.70,3090705,3097878
27.74,3090740,3098002
27.78,3090795,3098172
27.82,3090869,3098327
27.82,3090923,3098474
27.86,3090910,3098485
27.90,3090745,3098155
27.94,3090543,3097709
27.98,3090412,3097439
28.04,3090365,3097328
28.08,3090417,3097422
28.12,3090499,3097594
28.16,3090515,3097661
28.20,3090511,3097639
28.25,3090500,3097684
28.30,3090533,3097761
28.34,3090583,3097863
28.38,3090654,3098027
28.41,3090712,3098177
28.47,3090805,3098432
28.51,3090839,3098525
28.55,3090880,3098623
28.59,3090926,3098776
28.63,3090968,3098913
28.67,3091005,3099013
28.71,3090916,3098796
28.75,3090685,3098330
28.79,3090500,3097864
28.83,3090379,3097573
28.89,3090317,3097446
28.93,3090337,3097480
28.97,3090371,3097614
29.01,3090362,3097623
29.05,3090340,3097549
29.11,3090335,3097554
29.15,3090376,3097626
29.19,3090433,3097750
29.23,3090469,3097879
29.27,3090544,3097990
29.31,3090591,3098119
29.31,3090621,3098218
29.35,3090659,3098320
29.39,3090687,3098440
29.43,3090743,3098564
29.47,3090797,3098672
29.53,3090772,3098666
29.57,3090581,3098238
29.61,3090320,3097636
29.65,3090096,3097107
29.69,3089954,3096790
29.74,3089897,3096614
29.78,3089936,3096686
29.82,3089969,3096720
29.86,3089942,3096684
29.90,3089935,3096649
29.94,3089959,3096679
29.96,3090002,3096765
30.00,3090061,3096909
30.04,3090124,3097049
30.08,3090170,3097194
30.12,3090235,3097297
30.16,3090276,3097405
30.20,3090297,3097528
30.25,3090361,3097658
30.29,3090427,3097807
30.32,3090452,3097879
30.38,3090368,3097744
30.42,3090124,3097151
30.46,3089875,3096515
30.50,3089678,3096002
30.54,3089573,3095708
30.58,3089559,3095648
30.60,3089631,3095754
30.64,3089651,3095812
30.68,3089653,3095769
30.72,3089652,3095785
30.76,3089691,3095874
30.80,3089775,3095973
30.84,3089836,3096187
30.88,3089909,3096342
30.92,3089975,3096512
30.96,3090016,3096633
31.02,3090092,3096714
31.06,3090145,3096875
31.10,3090216,3097029
31.14,3090257,3097185
31.18,3090257,3097249
31.23,3089847,3096262
31.27,3089588,3095635
31.32,3089465,3095211
31.36,3089403,3095046
31.39,3089449,3095148
31.45,3089507,3095296
31.49,3089531,3095331
31.53,3089545,3095327
31.57,3089560,3095381
31.61,3089622,3095510
31.66,3089691,3095698
31.70,3089790,3095892
31.74,3089866,3096069
31.78,3089940,3096237
31.82,3089977,3096344
31.87,3090026,3096465
31.91,3090083,3096602
31.95,3090151,3096778
31.99,3090208,3096937
32.03,3090204,3096958
32.07,3090049,3096578
32.09,3089764,3095912
32.13,3089576,3095377
32.17,3089460,3095070
32.21,3089460,3095034
32.25,3089527,3095205
32.31,3089584,3095346
32.35,3089607,3095366
32.39,3089610,3095392
32.43,3089677,3095477
32.47,3089740,3095641
32.51,3089812,3095810
32.53,3089898,3096002
32.57,3089969,3096187
32.61,3090038,3096333
32.65,3090090,3096452
32.69,3090163,3096613
32.75,3090230,3096790
