Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
43220,1,60,826,1000,2819146,3110677,159136,0
43260,1,60,786,1000,2819143,3110664,635270,0
43300,1,60,746,1000,2819154,3110727,1.18021e+06,0
43340,1,60,706,1000,2819171,3110829,1.44486e+06,0
43380,1,60,666,1000,2819195,3110938,1.34085e+06,0
44270,1,60,776,1000,2819229,3111076,956253,0
44310,1,60,736,1000,2819215,3111083,448972,0
44350,1,60,750,1000,2819225,3111086,-36448.7,1
44390,1,60,710,1000,2819233,3111119,-410945,0
44430,1,60,670,1000,2819235,3111163,-646248,0
44490,1,60,610,1000,2819238,3111213,-758018,0
44530,1,60,570,1000,2819267,3111251,-782283,0
44570,1,60,530,1000,2819268,3111306,-755967,0
44610,1,60,490,1000,2819290,3111348,-706074,0
44650,1,60,450,1000,2819275,3111365,-647137,0
44690,1,60,410,1000,2819299,3111397,-583973,0
44690,1,60,410,1000,2819295,3111459,-516351,0
44730,1,60,370,1000,2819352,3111487,-443084,0
44770,1,60,330,1000,2819350,3111496,-364396,0
44810,1,60,290,1000,2819304,3111324,-282518,0
44850,1,60,250,1000,2819215,3111068,-201094,0
44900,1,60,200,1000,2819170,3110995,-124121,0
44940,1,60,160,1000,2819186,3111062,-55008.9,0
44980,1,60,120,1000,2819239,3111195,3945.47,0
45020,1,60,80,1000,2819287,3111316,51657.3,0
45060,1,60,40,1000,2819322,3111390,88062.7,0
45100,1,60,0,1000,2819335,3111412,113810,0
45140,1,60,960,1000,2819327,3111418,129961,0
45180,1,60,920,1000,2819320,3111438,137761,0
45220,1,60,880,1000,2819313,3111491,138510,0
45260,1,60,840,1000,2819358,3111527,133490,0
45300,1,60,800,1000,2819331,3111572,123939,0
45340,1,60,760,1000,2819379,3111597,111028,0
45380,1,60,720,1000,2819388,3111637,95859.8,0
45420,1,60,680,1000,2819383,3111636,79442.1,0
45460,1,60,640,1000,2819389,3111631,62666.7,0
45520,1,60,580,1000,2819381,3111664,46294.5,0
45560,1,60,540,1000,2819392,3111683,30941,0
45600,1,60,500,1000,2819395,3111703,17071.2,0
45640,1,60,460,1000,2819366,3111622,4999.19,0
45680,0.967693,58,774,1033,2819298,3111398,-5101.73,1
45740,0.967693,58,714,1033,2819228,3111211,-13175.8,0
45780,0.967693,58,674,1033,2819207,3111204,-19254.7,0
45820,0.967693,58,634,1033,2819242,3111262,-23435.1,0
45860,0.967693,58,594,1033,2819274,3111344,-25871.7,0
45900,0.967693,58,554,1033,2819288,3111413,-26773.9,0
45940,0.967693,58,514,1033,2819285,3111437,-26389.3,0
45950,0.967693,58,504,1033,2819279,3111433,-24978,0
45990,0.967693,58,464,1033,2819282,3111419,-22791.5,0
46030,0.967693,58,424,1033,2819284,3111407,-20062,0
46070,0.967693,58,384,1033,2819254,3111409,-17000.3,0
46110,0.967693,58,344,1033,2819279,3111406,-13791.2,0
46170,0.967693,58,284,1033,2819273,3111442,-10589.2,0
46210,0.967693,58,244,1033,2819280,3111491,-7522.42,0
46250,0.967693,58,204,1033,2819286,3111507,-4693.58,0
46290,0.967693,58,164,1033,2819299,3111548,-2177.2,0
46330,0.967693,58,124,1033,2819324,3111559,-21.1926,0
46390,0.967693,58,64,1033,2819308,3111540,1748.29,0
46430,0.967693,58,24,1033,2819307,3111601,3122.88,0
46470,0.967693,58,1017,1033,2819279,3111503,4113.04,0
46510,0.967693,58,977,1033,2819202,3111270,4742.25,0
46550,0.967693,58,937,1033,2819140,3111102,5044.56,0
46590,0.967693,58,897,1033,2819127,3111059,5070.94,0
46590,0.967693,58,897,1033,2819171,3111139,4886.21,0
46630,0.967693,58,857,1033,2819180,3111248,4550.87,0
46670,0.967693,58,817,1033,2819232,3111348,4109.52,0
46710,0.967693,58,777,1033,2819232,3111390,3594.01,0
46750,0.967693,58,737,1033,2819234,3111374,3027.12,0
46810,0.967693,58,677,1033,2819221,3111374,2429.95,0
46850,0.967693,58,637,1033,2819228,3111396,1828.23,0
46890,0.967693,58,597,1033,2819246,3111458,1251.18,0
46930,0.967693,58,557,1033,2819252,3111478,724.612,0
46970,0.967693,58,517,1033,2819285,3111453,266.131,0
47030,0.946763,56,792,1056,2819277,3111542,-115.824,1
47070,0.946763,56,752,1056,2819262,3111543,-423.38,0
47110,0.946763,56,712,1056,2819246,3111537,-662.865,0
47150,0.946763,56,672,1056,2819277,3111578,-835.905,0
47190,0.946763,56,632,1056,2819291,3111617,-941.18,0
47240,0.946763,56,582,1056,2819299,3111587,-983.406,0
47280,0.946763,56,542,1056,2819227,3111376,-978.309,0
47320,0.946763,56,502,1056,2819129,3111125,-948.463,0
47360,0.946763,56,462,1056,2819130,3111070,-904.025,0
47400,0.946763,56,422,1056,2819130,3111123,-835.765,0
47460,0.946763,56,362,1056,2819180,3111232,-733.085,0
47500,0.946763,56,322,1056,2819204,3111341,-596.643,0
47540,0.946763,56,282,1056,2819239,3111432,-439.64,0
