Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
40041,1.57133,94,237,636,2252401,1975938,-14.5155,0
40081,1.57133,94,197,636,2252785,1976161,-4.35817,0
40121,1.57133,94,157,636,2253271,1976461,-51.2082,0
40161,1.57133,94,117,636,2253061,1976357,-18.119,0
40201,1.57133,94,77,636,2252919,1976327,55.3957,0
40241,1.57133,94,37,636,2251982,1975753,54.1447,0
40281,1.65054,99,453,605,2252185,1975987,-67.6474,1
40321,1.65054,99,413,605,2253191,1976819,-146.837,0
40361,1.65054,99,373,605,2252791,1976592,-43.2279,0
40461,1.65054,99,273,605,2251315,1975663,56.7075,0
40501,1.75054,105,428,571,2252036,1976307,-13.7836,1
40541,1.75054,105,388,571,2252430,1976692,-91.5583,0
40581,1.75054,105,348,571,2252625,1976940,-18.1414,0
40621,1.75054,105,308,571,2252773,1977123,172.401,0
40682,1.75054,105,247,571,2252483,1976774,364.193,0
40722,1.75054,105,207,571,2251986,1976241,423.169,0
40762,1.75054,105,167,571,2252731,1976589,351.562,0
40802,1.75054,105,127,571,2253743,1977373,343.28,0
40842,1.75054,105,87,571,2253258,1976959,473.169,0
40903,1.75054,105,26,571,2252673,1976596,547.893,0
40943,1.75054,105,557,571,2252782,1976759,432.147,0
40983,1.75054,105,517,571,2252891,1976898,211.456,0
41023,1.75054,105,477,571,2252921,1976976,10.3353,0
41063,1.65977,99,451,602,2252534,1976737,-142.003,1
41103,1.65977,99,411,602,2252309,1976643,-281.351,0
41122,1.65977,99,392,602,2252222,1976660,-413.189,0
41162,1.65977,99,352,602,2252529,1976975,-481.494,0
41202,1.65977,99,312,602,2252480,1977000,-441.773,0
41242,1.65977,99,272,602,2251723,1976481,-369.304,0
41282,1.65977,99,232,602,2251447,1976382,-382.882,0
41343,1.65977,99,171,602,2252034,1976910,-434.119,0
41383,1.65977,99,131,602,2252491,1977252,-360.302,0
41423,1.65977,99,91,602,2251765,1976519,-168.101,0
41463,1.65977,99,51,602,2249134,1974189,-164.06,0
41503,1.65977,99,11,602,2248036,1973279,-608.21,0
41543,1.65977,99,573,602,2248233,1973350,-1271.6,0
41564,1.65977,99,552,602,2248375,1973446,-1677.27,0
41604,1.65977,99,512,602,2247991,1973226,-1621,0
41644,1.65977,99,472,602,2247955,1973252,-1209.91,0
41684,1.65977,99,432,602,2247895,1973273,-628.553,0
41724,1.65977,99,392,602,2248069,1973476,-23.7427,0
41784,1.65977,99,332,602,2248152,1973589,510.222,0
41824,1.65977,99,292,602,2247874,1973485,898.266,0
41864,1.65977,99,252,602,2247738,1973411,1086.15,0
41904,1.65977,99,212,602,2248072,1973749,1120.09,0
41944,1.65977,99,172,602,2247994,1973745,1099.3,0
41984,1.65977,99,132,602,2247739,1973629,1045.28,0
41985,1.65977,99,131,602,2247652,1973640,935.544,0
42025,1.65977,99,91,602,2247993,1973992,808.359,0
42065,1.65977,99,51,602,2248525,1974317,753.227,0
42105,1.65977,99,11,602,2248065,1973730,765.983,0
42145,1.65977,99,73,602,2247158,1972860,681.066,0
42203,1.65977,99,15,602,2247799,1973213,437.919,0
42243,1.65977,99,577,602,2248440,1973597,228.59,0
42283,1.65977,99,537,602,2247606,1972912,141.383,0
42323,1.65977,99,497,602,2247347,1972790,39.4418,0
42363,1.55977,93,480,641,2247614,1973059,-115.834,1
42424,1.55977,93,419,641,2247655,1973123,-230.761,0
42464,1.55977,93,379,641,2247773,1973257,-259.186,0
42504,1.55977,93,339,641,2247989,1973465,-206.184,0
42544,1.55977,93,299,641,2247491,1973148,-130.399,0
42584,1.55977,93,259,641,2247082,1972918,-140.079,0
42624,1.55977,93,219,641,2247580,1973389,-228.052,0
42624,1.55977,93,219,641,2247874,1973654,-256.57,0
42664,1.55977,93,179,641,2247442,1973380,-193.502,0
42704,1.55977,93,139,641,2247214,1973310,-142.494,0
42744,1.55977,93,99,641,2247860,1973833,-115.623,0
42784,1.55977,93,59,641,2248265,1974108,-12.743,0
42844,1.55977,93,640,641,2247605,1973387,137.901,0
42884,1.55977,93,600,641,2247025,1972741,164.382,0
42924,1.55977,93,560,641,2247593,1973038,46.0311,0
42964,1.63661,98,458,611,2248387,1973511,-17.5735,1
43004,1.63661,98,418,611,2248052,1973183,73.7005,0
43045,1.63661,98,377,611,2247316,1972673,161.901,0
43085,1.63661,98,337,611,2247468,1972872,110.148,0
43125,1.63661,98,297,611,2247967,1973283,8.90321,0
43165,1.73661,104,431,575,2247971,1973309,-14.4669,1
43205,1.73661,104,391,575,2247601,1973071,12.2048,0
