Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
193442,1.23971,74,3,806,1148812,1145196,74750,0
193503,1.23971,74,748,806,1149203,1145329,74320.9,0
193543,1.23971,74,708,806,1147714,1143983,72035.2,0
193583,1.23971,74,668,806,1146749,1143149,68071.3,0
193623,1.23971,74,628,806,1147530,1143667,62508.3,0
193663,1.23971,74,588,806,1147914,1144042,55685.9,0
193724,1.23971,74,527,806,1146674,1143428,47867.1,0
193764,1.23971,74,487,806,1147456,1144089,39301,0
193804,1.23971,74,447,806,1148374,1144812,30540.3,0
193844,1.23971,74,407,806,1146783,1143725,22042.9,0
193884,1.23971,74,367,806,1145176,1142648,13887.4,0
193943,1.23971,74,308,806,1146728,1143780,6354.22,0
193983,1.13971,68,657,877,1146013,1142951,-34.5736,1
194023,1.13971,68,617,877,1145018,1142052,-5152.93,0
194063,1.13971,68,577,877,1143909,1141222,-9185.4,0
194103,1.13971,68,537,877,1144821,1141931,-12149.9,0
194144,1.13971,68,496,877,1145390,1142465,-13894,0
194184,1.13971,68,456,877,1144802,1142143,-14494.3,0
194224,1.13971,68,416,877,1143794,1141551,-14351.4,0
194264,1.13971,68,376,877,1144000,1141785,-13781.4,0
194304,1.13971,68,336,877,1144512,1142209,-12803.3,0
194362,1.13971,68,278,877,1144138,1142018,-11412.9,0
194402,1.13971,68,238,877,1144618,1142467,-9731.13,0
194442,1.13971,68,198,877,1145875,1143211,-7807.23,0
194482,1.13971,68,158,877,1146212,1143184,-5688.13,0
194522,1.13971,68,118,877,1145180,1142282,-3665.64,0
194562,1.13971,68,78,877,1144259,1141602,-2115.95,0
194583,1.13971,68,57,877,1144522,1141960,-1099.01,0
194623,1.13971,68,17,877,1146481,1143527,-255.345,0
194663,1.13971,68,854,877,1146408,1143557,734.684,0
194703,1.13971,68,814,877,1145261,1142783,1690.3,0
194743,1.13971,68,774,877,1145293,1142932,2287.72,0
194803,1.13971,68,714,877,1146707,1144025,2596.46,0
194843,1.13971,68,674,877,1146680,1144116,2842.2,0
194883,1.13971,68,634,877,1145811,1143449,2962.63,0
194923,1.13971,68,594,877,1144873,1142549,2747.75,0
194963,1.13971,68,554,877,1145604,1142912,2244.8,0
195003,1.13971,68,514,877,1146097,1143193,1756.98,0
195023,1.13971,68,494,877,1146219,1143298,1468.97,0
195063,1.13971,68,454,877,1145506,1142894,1284.09,0
195103,1.13971,68,414,877,1145765,1143202,1053.58,0
195143,1.13971,68,374,877,1146226,1143639,802.109,0
195183,1.13971,68,334,877,1146860,1144184,641.461,0
195226,1.13971,68,291,877,1147797,1144912,637.152,0
195266,1.13971,68,251,877,1147268,1144582,712.048,0
195306,1.13971,68,211,877,1145841,1143637,587.465,0
195346,1.13971,68,171,877,1146781,1144318,162.948,0
195386,1.13222,67,662,883,1145656,1143196,-367.576,1
195446,1.13222,67,602,883,1142426,1140639,-1055.1,0
195486,1.13222,67,562,883,1138108,1137424,-2219.06,0
195526,1.13222,67,522,883,1137732,1137253,-3734.82,0
195566,1.13222,67,482,883,1139468,1138646,-4758.93,0
195606,1.13222,67,442,883,1139918,1139027,-4576.25,0
195646,1.13222,67,402,883,1138948,1138374,-3376.57,0
195667,1.13222,67,381,883,1138586,1138183,-1860.96,0
195707,1.13222,67,341,883,1139181,1138690,-495.672,0
195747,1.13222,67,301,883,1139837,1139253,629.722,0
195787,1.13222,67,261,883,1139526,1139099,1489.81,0
195827,1.13222,67,221,883,1140332,1139670,2054.09,0
195888,1.13222,67,160,883,1140172,1139313,2372.46,0
195928,1.13222,67,120,883,1140306,1139190,2477.39,0
195968,1.13222,67,80,883,1141163,1139748,2442.53,0
196008,1.13222,67,40,883,1142325,1140598,2437.77,0
196048,1.13222,67,0,883,1143082,1141230,2546.97,0
196088,1.13222,67,843,883,1142712,1141027,2629.95,0
196106,1.13222,67,825,883,1142104,1140658,2427.94,0
196146,1.13222,67,785,883,1142788,1141251,1894.27,0
196186,1.13222,67,745,883,1143468,1141791,1274.37,0
196226,1.13222,67,705,883,1143323,1141708,760.192,0
196266,1.13222,67,665,883,1142380,1141108,282.722,0
196310,1.1312,67,663,884,1142742,1141467,-238.761,1
196350,1.1312,67,623,884,1143899,1142148,-639.35,0
196390,1.1312,67,583,884,1143416,1141561,-784.666,0
196430,1.1312,67,543,884,1142308,1140581,-866.093,0
196470,1.1312,67,503,884,1143144,1141195,-1030.08,0
196527,1.1312,67,446,884,1143426,1141472,-1133.3,0
196567,1.1312,67,406,884,1143406,1141523,-1081.57,0
196607,1.1312,67,366,884,1142643,1141060,-986.833,0
196647,1.1312,67,326,884,1142861,1141258,-953.828,0
196687,1.1312,67,286,884,1143986,1142137,-875.194,0
196747,1.1312,67,226,884,1143356,1141762,-654.116,0
196787,1.1312,67,186,884,1143302,1141765,-420.758,0
196827,1.1312,67,146,884,1145323,1143342,-164.713,0
196867,1.1312,67,106,884,1145485,1143216,257.498,0
196907,1.1312,67,66,884,1144984,1142615,686.143,0
196948,1.1312,67,25,884,1144716,1142340,842.616,0
196988,1.1312,67,869,884,1144963,1142503,700.604,0
197028,1.1312,67,829,884,1145215,1142788,432.529,0
197068,1.1312,67,789,884,1144851,1142602,170.222,0
197108,1.1521,69,650,867,1144855,1142660,-62.8326,1
197169,1.1521,69,589,867,1145151,1142947,-227.78,0
197209,1.1521,69,549,867,1145238,1143062,-277.043,0
197249,1.1521,69,509,867,1144708,1142721,-267.917,0
197289,1.1521,69,469,867,1144153,1142369,-328.081,0
197329,1.1521,69,429,867,1144618,1142806,-460.345,0
197370,1.1521,69,388,867,1145019,1142744,-513.451,0
197410,1.1521,69,348,867,1144511,1142129,-439.615,0
197450,1.1521,69,308,867,1145316,1142627,-296.268,0
197490,1.1521,69,268,867,1145058,1142448,-103.964,0
197590,1.1521,69,168,867,1144576,1142280,39.8165,0
197630,1.1521,69,128,867,1144846,1142516,56.7612,0
