Time (s),Red,IR
70.462,2811693,3099097
70.503,2812257,3100319
70.543,2812516,3100811
70.583,2812297,3100377
70.623,2812222,3099991
70.663,2812123,3099989
70.707,2812422,3100719
70.747,2813169,3102127
70.787,2812959,3101789
70.827,2812576,3101038
70.867,2812399,3100430
70.913,2812258,3100106
70.953,2812154,3099970
70.993,2812428,3100684
71.033,2813224,3102153
71.073,2812955,3101652
71.114,2812505,3100639
71.154,2812229,3099992
71.194,2812086,3099851
71.234,2813028,3101729
71.274,2813797,3103089
71.314,2813425,3102375
71.321,2812766,3100868
71.361,2812523,3100104
71.401,2812385,3099722
71.441,2812569,3100414
71.481,2814127,3103268
71.528,2814383,3103485
71.568,2813402,3101512
71.608,2812861,3100199
71.648,2812426,3099459
71.688,2812283,3099423
71.728,2813559,3101951
71.768,2814709,3103915
71.808,2814056,3102644
71.848,2813218,3100786
71.888,2812775,3099999
71.931,2812653,3099943
71.971,2812881,3100802
72.011,2813986,3102896
72.051,2814492,3103748
72.091,2814114,3103159
72.133,2813534,3101911
72.173,2812625,3099860
72.213,2812236,3099116
72.253,2813394,3101441
72.293,2814379,3103283
72.335,2813487,3101572
72.375,2812828,3100224
72.415,2812606,3099936
72.455,2812781,3100582
72.495,2813253,3101720
72.54,2814157,3103261
72.58,2814036,3102920
72.62,2813349,3101482
72.66,2812975,3100803
72.7,2812849,3100721
72.743,2813219,3101586
72.783,2813781,3102632
72.823,2813620,3102269
72.863,2812785,3100180
72.903,2812149,3098743
72.945,2811947,3098365
72.985,2812359,3099182
73.025,2812846,3100338
73.065,2813514,3101642
73.105,2813057,3100759
73.148,2812508,3099616
73.188,2812417,3099631
73.228,2813197,3101446
73.268,2814280,3103393
73.308,2814354,3103582
73.348,2813727,3102257
73.356,2812612,3099331
73.396,2811905,3097743
73.436,2811790,3097705
73.476,2812657,3099718
73.516,2813692,3101759
73.561,2813661,3101792
73.601,2812996,3100465
73.641,2812681,3099775
73.681,2812414,3099411
73.721,2812802,3100495
73.765,2814583,3103724
73.805,2814251,3102984
73.845,2813299,3100988
73.885,2812915,3100367
73.925,2812843,3100330
73.967,2813040,3100838
74.007,2813853,3102439
74.047,2814533,3103577
74.087,2813805,3102065
74.127,2813037,3100430
74.17,2812642,3099654
74.21,2813108,3100767
74.25,2814710,3103596
74.29,2814984,3103954
74.33,2813849,3101616
