Time (s),Red,IR
45.831,2247337,1972625
45.871,2247098,1972146
45.911,2247625,1972341
45.951,2247832,1972336
45.991,2247274,1971820
46.049,2246982,1971644
46.089,2247450,1972057
46.129,2247663,1972241
46.169,2247360,1972051
46.209,2247115,1971917
46.249,2246997,1971899
46.25,2247190,1972128
46.29,2247513,1972451
46.33,2247397,1972440
46.37,2247262,1972402
46.45,2247351,1972619
46.49,2247496,1972804
46.53,2247725,1972946
46.57,2247523,1972527
46.67,2247601,1972116
46.71,2247741,1972100
46.75,2247447,1971800
46.79,2247416,1971832
46.83,2247727,1972124
46.892,2247670,1972121
46.932,2247463,1972015
46.972,2247677,1972250
47.012,2248127,1972666
47.052,2247902,1972558
47.092,2247935,1972745
47.132,2247507,1972505
47.172,2247875,1972866
47.212,2248870,1973719
47.311,2248813,1973719
47.351,2247896,1973061
47.391,2248110,1973069
47.431,2249135,1973583
47.471,2249302,1973503
47.511,2248513,1972790
47.512,2248002,1972393
47.552,2248575,1972875
47.592,2248960,1973228
47.632,2249146,1973426
47.672,2249183,1973504
47.731,2249163,1973588
47.771,2248682,1973262
47.811,2248757,1973373
47.851,2249469,1973985
47.891,2249246,1973886
47.952,2248777,1973588
47.992,2249005,1973863
48.032,2249708,1974460
48.072,2250012,1974753
48.112,2250220,1974966
48.152,2249965,1974589
48.173,2248992,1973625
48.213,2249308,1973743
48.253,2250722,1974714
48.293,2250165,1974208
48.333,2248878,1973285
48.392,2248692,1973240
48.432,2249295,1973743
48.472,2249656,1974056
48.512,2249514,1973985
48.552,2249710,1974214
48.592,2249280,1973972
48.593,2249281,1974037
48.633,2249551,1974332
48.673,2249545,1974364
48.713,2249268,1974254
48.753,2249421,1974468
48.812,2250256,1975180
48.852,2250513,1975378
48.892,2250068,1974847
48.932,2249855,1974456
48.972,2249730,1974183
49.032,2249665,1974022
49.072,2250365,1974508
49.112,2250382,1974525
49.152,2249244,1973715
49.192,2248767,1973440
49.232,2249273,1973872
49.253,2249780,1974315
49.293,2250219,1974715
49.333,2250242,1974796
49.373,2250057,1974741
49.413,2249778,1974595
49.472,2249302,1974307
49.512,2249481,1974542
49.552,2250337,1975276
49.592,2250343,1975344
49.632,2249909,1975001
49.675,2248675,1973712
49.715,2249626,1974297
49.755,2250843,1975062
49.795,2250599,1974833
49.892,2249997,1974448
49.932,2250498,1974857
49.972,2250414,1974818
50.012,2250182,1974674
50.052,2249798,1974448
50.111,2249617,1974359
50.151,2249963,1974711
50.191,2250763,1975388
50.231,2250545,1975235
50.271,2248743,1973884
50.311,2247752,1973223
50.351,2248538,1973924
50.391,2249291,1974408
50.431,2248306,1973430
50.471,2247539,1972662
50.532,2248906,1973595
50.572,2250055,1974392
50.612,2250065,1974355
50.652,2249584,1974055
50.692,2249833,1974310
50.732,2250606,1974915
50.733,2251083,1975307
50.773,2250656,1974998
50.813,2250005,1974597
50.853,2249899,1974628
50.893,2250436,1975102
50.955,2250727,1975380
50.995,2249975,1974861
51.035,2249073,1974253
51.075,2249170,1974429
51.115,2249808,1974920
51.174,2249328,1974335
51.214,2247848,1972996
51.254,2248102,1973065
51.294,2249210,1973800
51.334,2248691,1973322
51.374,2247328,1972320
51.377,2246516,1971790
51.417,2246971,1972154
51.457,2246685,1971963
51.497,2245881,1971374
51.537,2245492,1971154
51.594,2245301,1971065
51.634,2245129,1971006
51.674,2245341,1971248
51.714,2245551,1971445
51.754,2244899,1971023
51.795,1982701,1970753
51.835,1983558,1971446
51.875,1983862,1971428
51.915,1982539,1970147
51.955,1981902,1969498
52.015,1982637,1969903
52.055,1982693,1969825
52.095,1981857,1969207
52.135,1981460,1968979
52.175,1981376,1968959
52.215,1981548,1969147
52.235,1981702,1969288
52.275,1981047,1968844
52.315,1980193,1968284
52.355,1980179,1968341
52.395,1980547,1968687
52.456,1980341,1968585
52.496,1979995,1968398
52.536,1979660,1968226
52.576,1979722,1968327
52.616,1980208,1968549
52.677,1978841,1966981
52.717,1979120,1967050
52.757,1980012,1967596
52.797,1979667,1967288
52.837,1979073,1966916
52.898,1979180,1967062
52.938,1979476,1967297
52.978,1979417,1967296
53.018,1979220,1967223
53.058,1979221,1967304
53.117,1979338,1967532
53.157,1979385,1967633
53.197,1979245,1967590
53.237,1978995,1967486
53.277,1979222,1967738
53.338,1979756,1968178
53.378,1979629,1967867
53.418,1979016,1967149
53.458,1979057,1966975
53.498,1979718,1967323
53.539,1979742,1967249
53.579,1979105,1966793
53.619,1979156,1966911
53.659,1979451,1967181
53.699,1979521,1967238
53.759,1979466,1967231
53.799,1979249,1967112
53.839,1979212,1967232
53.879,1979364,1967446
53.919,1979454,1967593
53.959,1979283,1967536
53.978,1979186,1967535
54.018,1979432,1967805
54.058,1979694,1968086
54.098,1979945,1968309
54.138,1980133,1968275
54.18,1979621,1967632
54.22,1979470,1967349
54.26,1980379,1967922
54.3,1980646,1968030
54.34,1980245,1967776
54.4,1980270,1967860
54.44,1980468,1968069
54.48,1980473,1968110
54.52,1980542,1968216
54.56,1980487,1968253
54.6,1980079,1968014
54.622,1980034,1968072
54.662,1980299,1968357
54.702,1980241,1968367
54.742,1980012,1968352
54.782,1980068,1968394
54.823,1979907,1968363
54.863,1979735,1968304
54.903,1979879,1968273
54.943,1979507,1967781
54.983,1979432,1967586
55.042,1979949,1967876
55.082,1979606,1967562
55.122,1979002,1967173
55.162,1979223,1967403
55.202,1979424,1967595
55.242,1979300,1967546
55.245,1979304,1967613
55.285,1979158,1967560
55.325,1979034,1967544
55.365,1979220,1967771
55.405,1979353,1967943
55.465,1979084,1967808
55.505,1978911,1967765
55.545,1979132,1968005
55.585,1979318,1968224
55.625,1979396,1968336
55.686,1979234,1968058
55.726,1978985,1967676
55.766,1979339,1967820
55.806,1979922,1968051
55.846,1979554,1967832
55.886,1979091,1967529
55.888,1979221,1967691
55.928,1979614,1968045
55.968,1979651,1968102
56.008,1979386,1967956
56.048,1979175,1967873
56.108,1979286,1968040
56.148,1979546,1968306
56.188,1979323,1968212
56.228,1979020,1968063
56.268,1979206,1968276
56.31,1979269,1968401
56.35,1979204,1968428
56.39,1979354,1968575
56.43,1979483,1968519
56.47,1979269,1968153
56.51,1979333,1968040
56.55,1979568,1968100
56.59,1979532,1967998
56.63,1979225,1967786
56.67,1979286,1967896
56.729,1979429,1968018
56.769,1979416,1968085
56.809,1979383,1968099
56.849,1979394,1968167
56.889,1979382,1968227
56.929,1979632,1968571
56.969,1979663,1968668
57.009,1979763,1968810
57.049,1979905,1968989
57.149,1980476,1969559
57.189,1981227,1970030
57.229,1981171,1969778
57.269,1980591,1969121
57.309,1981326,1969561
57.37,1982230,1970152
57.41,1982091,1969981
57.45,1981721,1969762
57.49,1981917,1969972
57.53,1982429,1970372
57.57,1982554,1970507
57.61,1982615,1970590
57.65,1982508,1970577
57.69,1982376,1970535
57.73,1982710,1970839
57.789,1982973,1971188
57.829,1982644,1970925
57.869,1982506,1970907
57.909,1982802,1971197
57.949,1983226,1971587
57.989,1983460,1971786
58.01,1983276,1971481
58.05,1982949,1971005
58.09,1983018,1970901
58.13,1983613,1971235
58.17,1983491,1971058
58.23,1982864,1970613
58.27,1983316,1971017
58.31,1984020,1971585
58.35,1984134,1971674
58.39,1984227,1971795
58.43,1984408,1971989
58.449,1984718,1972271
58.489,1985047,1972588
58.529,1985440,1972948
58.569,1985843,1973288
58.609,1985873,1973370
58.651,1985798,1973354
58.691,1985968,1973600
58.731,1986524,1973992
58.771,1986366,1973797
58.811,1985782,1973118
58.87,1985806,1972967
58.91,1986691,1973499
58.95,1986023,1972867
58.99,1983508,1970934
59.03,1982694,1970387
59.07,1982922,1970623
59.091,1982411,1970217
59.131,1981155,1969305
59.171,1980528,1968893
59.211,1981076,1969363
59.251,1981405,1969663
59.312,1981018,1969409
59.352,1980656,1969201
59.392,1980264,1968980
59.432,1980308,1969073
59.472,1980643,1969393
59.512,1980675,1969454
59.532,1980505,1969185
59.572,1979998,1968567
59.612,1980034,1968388
59.652,1980804,1968824
59.692,1980866,1968768
59.735,1980366,1968373
59.775,1980197,1968286
59.815,1980374,1968448
59.855,1980570,1968626
59.895,1980669,1968740
59.953,1980479,1968629
59.993,1980109,1968408
60.033,1980254,1968599
60.073,1980674,1968976
60.113,1980520,1968909
60.174,1980255,1968840
60.214,1980479,1969073
60.254,1980603,1969213
60.294,1980609,1969072
60.334,1980301,1968551
60.395,1979983,1968084
60.435,1980616,1968378
60.475,1981014,1968545
60.515,1980236,1967921
60.555,1980054,1967838
60.614,1980709,1968371
60.654,1980475,1968222
60.694,1980396,1968240
60.734,1980321,1968224
60.774,1980353,1968394
60.817,1980616,1968571
60.857,1980530,1968582
60.897,1980201,1968394
60.937,1980348,1968583
60.977,1980584,1968828
61.035,1980467,1968796
61.075,1980626,1968816
61.115,1980538,1968489
61.155,1980053,1967866
61.195,1980450,1968004
61.256,1980963,1968253
61.296,1980449,1967802
61.336,1980035,1967571
61.376,1980446,1967934
61.416,1980732,1968161
61.456,1980512,1968022
61.477,1980392,1967998
61.517,1980385,1968053
61.557,1980293,1968056
61.597,1980473,1968281
61.637,1980620,1968448
61.696,1980272,1968246
61.736,1980054,1968205
61.776,1980470,1968552
61.816,1980549,1968672
61.856,1980577,1968635
61.896,1980449,1968331
61.899,1980114,1967820
61.939,1980404,1967864
61.979,1980911,1968125
62.019,1980482,1967755
62.059,1980060,1967501
62.118,1980475,1967873
62.158,1980727,1968078
62.198,1980410,1967882
62.238,1980302,1967856
62.278,1980449,1968033
62.339,1980376,1968038
62.379,1980345,1968103
62.419,1980540,1968325
62.459,1980354,1968253
62.499,1980163,1968202
62.539,1980394,1968444
62.56,1980447,1968562
62.6,1980470,1968588
