Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
6236,1,60,810,1000,2807896,3092760,158501,0
6276,1,60,770,1000,2807899,3092722,632735,0
6316,1,60,730,1000,2807830,3092489,1.17549e+06,0
6356,1,60,690,1000,2807780,3092287,1.43908e+06,0
6396,1,60,650,1000,2807757,3092214,1.33545e+06,0
6439,1,60,607,1000,2807755,3092190,952358,0
6479,1,60,567,1000,2807755,3092205,447083,0
6519,1,60,750,1000,2807771,3092242,-36396.8,1
6559,1,60,710,1000,2807803,3092310,-409372,0
6599,1,60,670,1000,2807802,3092322,-643697,0
6645,1,60,624,1000,2807806,3092315,-754982,0
6685,1,60,584,1000,2807795,3092332,-779123,0
6725,1,60,544,1000,2807790,3092370,-752903,0
6765,1,60,504,1000,2807790,3092408,-703214,0
6805,1,60,464,1000,2807794,3092459,-644521,0
6849,1,60,420,1000,2807800,3092489,-581616,0
6889,1,60,380,1000,2807808,3092517,-514266,0
6929,1,60,340,1000,2807822,3092548,-441291,0
6969,1,60,300,1000,2807815,3092572,-362919,0
7009,1,60,260,1000,2807816,3092601,-281370,0
7054,1,60,215,1000,2807807,3092633,-200262,0
7094,1,60,175,1000,2807826,3092675,-123571,0
7134,1,60,135,1000,2807827,3092667,-54703.3,0
7174,1,60,95,1000,2807764,3092450,4027.16,0
7214,1,60,55,1000,2807687,3092220,51517.6,0
7260,1,60,9,1000,2807658,3092156,87708.2,0
7300,1,60,969,1000,2807672,3092174,113276,0
7340,1,60,929,1000,2807669,3092229,129311,0
7380,1,60,889,1000,2807694,3092271,137072,0
7420,1,60,849,1000,2807679,3092290,137846,0
7460,1,60,809,1000,2807676,3092282,132891,0
7464,1,60,805,1000,2807809,3092521,123423,0
7504,1,60,765,1000,2808004,3092876,110624,0
7544,1,60,725,1000,2807939,3092839,95582.9,0
7584,1,60,685,1000,2807836,3092757,79265.8,0
7624,1,60,645,1000,2807898,3092918,62544.6,0
7669,1,60,600,1000,2807873,3092952,46198.9,0
7709,1,60,560,1000,2807914,3093079,30866.1,0
7749,1,60,520,1000,2808016,3093322,17027.7,0
7789,1,60,480,1000,2808140,3093656,5013.5,0
7829,0.969079,58,773,1031,2808458,3094228,-4987.16,1
7870,0.969079,58,732,1031,2808784,3094718,-12905.6,0
7910,0.969079,58,692,1031,2808821,3094765,-18807.3,0
7950,0.969079,58,652,1031,2808827,3094779,-22872.7,0
7990,0.969079,58,612,1031,2808713,3094426,-25321.6,0
8029,0.969079,58,573,1031,2808505,3093885,-26373.7,0
8073,0.969079,58,529,1031,2808382,3093546,-26234.2,0
8113,0.969079,58,489,1031,2808448,3093606,-25076,0
8153,0.969079,58,449,1031,2808598,3093821,-23059,0
8193,0.969079,58,409,1031,2808678,3094013,-20375.2,0
8233,0.969079,58,369,1031,2808714,3094090,-17261.5,0
8281,0.969079,58,321,1031,2808621,3093907,-13966.8,0
8321,0.969079,58,281,1031,2808334,3093427,-10720.8,0
8361,0.969079,58,241,1031,2808378,3093469,-7681.88,0
8401,0.969079,58,201,1031,2808693,3093970,-4892.89,0
8441,0.969079,58,161,1031,2808768,3094091,-2356.79,0
8486,0.969079,58,116,1031,2808661,3093935,-134.113,0
8526,0.969079,58,76,1031,2808665,3093953,1695.46,0
8566,0.969079,58,36,1031,2808644,3093931,3102.7,0
8606,0.969079,58,1027,1031,2808682,3093966,4106.14,0
8646,0.969079,58,987,1031,2808656,3093982,4746.08,0
8690,0.969079,58,943,1031,2808612,3093922,5065.65,0
8730,0.969079,58,903,1031,2808589,3093918,5109.85,0
8770,0.969079,58,863,1031,2808523,3093772,4928.24,0
8810,0.969079,58,823,1031,2808431,3093511,4566.87,0
8850,0.969079,58,783,1031,2808446,3093491,4075.32,0
8891,0.969079,58,742,1031,2808539,3093665,3515.71,0
8931,0.969079,58,702,1031,2808630,3093905,2944.16,0
8971,0.969079,58,662,1031,2808730,3094203,2391.53,0
9011,0.969079,58,622,1031,2808785,3094398,1865.75,0
9051,0.969079,58,582,1031,2808762,3094354,1359.61,0
9095,0.969079,58,538,1031,2808680,3094205,861.899,0
9135,0.969079,58,498,1031,2808634,3094057,375.878,0
9175,0.980096,58,765,1020,2808767,3094246,-64.0406,1
